CD_CLIENTE,Recencia,Frequencia,Monetario,R_Score,F_Score,M_Score,RFM_Score,Segmento
TFCWGP,1531,2,0.00840771473583952,2,1,1,211,Prestes a te largar
TFCWH9,1114,3,47.66753869484216,2,2,1,221,Prestes a te largar
TFCWHP,1027,18,49932.026339362106,3,4,5,345,Prestes a te largar
TFCWI4,1108,11,22302.060284560575,2,3,4,234,Prestes a te largar
TFCWI5,1529,2,568.1471194169878,2,1,2,212,Prestes a te largar
TFCWI7,1038,10,1277.8255048397305,3,3,2,332,Prestes a te largar
TFCWJ5,1020,8,7187.1037297771745,3,3,3,333,Amigos Platônicos
TFCWKB,1006,9,2851.3419292242006,3,3,3,333,Amigos Platônicos
TFCWKK,1524,1,55.9239145654366,2,1,1,211,Prestes a te largar
TFCWKZ,1524,2,2150.361324695679,2,1,3,213,Prestes a te largar
TFCWL4,267,27,7633.246500662396,4,5,3,453,Amantes
TFCWLD,131,20,29312.160599861512,5,4,4,544,Amantes
TFCWLI,219,34,30983.14345732118,5,5,4,554,Amantes
TFCWLT,1524,10,41842.94717658152,2,3,5,235,Prestes a te largar
TFCWM1,1424,11,8373.066543413119,2,3,3,233,Prestes a te largar
TFCWM2,143,30,36094.239487669045,5,5,4,554,Amantes
TFCWME,1355,15,1686.028462979475,2,4,3,243,Prestes a te largar
TFCWMN,401,54,48485.02500246518,4,5,5,455,Amantes
TFCWMV,457,27,18479.05557874487,4,5,4,454,Amantes
TFCWN1,246,5,11447.217116994434,5,2,4,524,Clientes Regulares
TFCWN5,2067,2,195.853510914014,1,1,2,112,Clientes Regulares
TFCWN6,274,29,49425.09158707947,4,5,5,455,Amantes
TFCWND,600,16,19107.637351683068,3,4,4,344,Prestes a te largar
TFCWNQ,1217,8,7365.586902046952,2,3,3,233,Prestes a te largar
TFCWNX,767,7,33943.12987636188,3,3,4,334,Amigos Platônicos
TFCWNZ,1520,1,1.31580735615888,2,1,1,211,Prestes a te largar
TFCWO1,198,3,407.774164688217,5,2,2,522,Clientes Regulares
TFCWOD,155,36,59803.14586354818,5,5,5,555,Almas Gêmeas
TFCWPM,1468,2,177.6171776519779,2,1,2,212,Prestes a te largar
TFCWQY,1031,28,9512.391763409365,3,5,4,354,Prestes a te largar
TFCWS0,1513,3,5114.1690500838395,2,2,3,223,Prestes a te largar
TFCWU3,764,15,1667.4726365574768,3,4,3,343,Prestes a te largar
TFCWUB,1508,12,156.34145551293602,2,3,1,231,Prestes a te largar
TFCWWB,435,11,456.52209472661383,4,3,2,432,Clientes Regulares
TFCWWX,305,14,23881.491536261707,4,4,4,444,Amantes
TFCWXS,198,11,5954.373002923125,5,3,3,533,Amantes
TFCWY4,1064,5,543.8320084009393,2,2,2,222,Prestes a te largar
TFCWY8,1502,2,2727.050682284288,2,1,3,213,Prestes a te largar
TFCWZA,225,21,132808.2871904655,5,4,5,545,Amantes
TFCWZO,375,116,22072.80712685844,4,5,4,454,Amantes
TFCWZP,171,34,46676.399447065094,5,5,5,555,Almas Gêmeas
TFCX05,207,11,980.2890919104728,5,3,2,532,Clientes Regulares
TFCX12,465,14,15681.169899811142,4,4,4,444,Amantes
TFCX36,396,7,412646.7128322213,4,3,5,435,Amantes
TFCX44,625,9,78053.17108903144,3,3,5,335,Prestes a te largar
TFCX47,452,21,75051.34788146512,4,4,5,445,Amantes
TFCX48,1535,24,181953.37244983946,2,4,5,245,Prestes a te largar
TFCX50,1515,12,0.25223144207518555,2,3,1,231,Prestes a te largar
TFCX53,250,12,5295.027401766492,5,3,3,533,Amantes
TFCX58,543,19,275637.06956897135,3,4,5,345,Prestes a te largar
TFCX62,347,39,2215.7775491978787,4,5,3,453,Amantes
TFCX71,807,19,594.1647926670427,3,4,2,342,Prestes a te largar
TFCX74,1510,20,0.420385736791976,2,4,1,241,Prestes a te largar
TFCX76,624,14,117680.0422425418,3,4,5,345,Prestes a te largar
TFCX80,409,18,334577.756258774,4,4,5,445,Amantes
TFCX82,618,9,60305.96083561035,3,3,5,335,Prestes a te largar
TFCX89,1500,3,0.06305786051879639,2,2,1,221,Prestes a te largar
TFCX90,1500,2,0.0420385736791976,2,1,1,211,Prestes a te largar
TFCXA8,325,23,102698.27650074627,4,4,5,445,Amantes
TFCXAV,375,6,3544.25533146368,4,2,3,423,Clientes Regulares
TFCXB1,1217,10,7632.674776060353,2,3,3,233,Prestes a te largar
TFCXB4,275,22,72774.22764555458,4,4,5,445,Amantes
TFCXBC,169,72,23768.916439806184,5,5,4,554,Amantes
TFCXBD,1499,4,3485.7628600464454,2,2,3,223,Prestes a te largar
TFCXBZ,1131,20,41395.91318793424,2,4,5,245,Prestes a te largar
TFCXCT,1495,2,53.2208342778642,2,1,1,211,Prestes a te largar
TFCXDA,194,14,38498.25736208766,5,4,5,545,Amantes
TFCXDZ,1494,4,727.5321676642978,2,2,2,222,Prestes a te largar
TFCXE3,400,35,44011.54903839653,4,5,5,455,Amantes
TFCXE8,1055,10,6520.275262505642,2,3,3,233,Prestes a te largar
TFCXED,984,23,4088.6380451798127,3,4,3,343,Prestes a te largar
TFCXEK,1217,4,3345.459120392125,2,2,3,223,Prestes a te largar
TFCXEZ,324,3,209.0283999050742,4,2,2,422,Clientes Regulares
TFCXFG,400,9,3131.9872432491575,4,3,3,433,Amantes
TFCXG0,141,20,18300.315971175645,5,4,4,544,Amantes
TFCXGE,1040,20,99396.95367885998,2,4,5,245,Prestes a te largar
TFCXGL,151,11,111630.98155626377,5,3,5,535,Amantes
TFCXHA,169,26,28090.91060747921,5,5,4,554,Amantes
TFCXHC,1493,6,2393.760462440867,2,2,3,223,Prestes a te largar
TFCXHI,1217,9,4251.087705448339,2,3,3,233,Prestes a te largar
TFCXHM,1423,8,0.03363085894335808,2,3,1,231,Prestes a te largar
TFCXJ6,549,8,2465.768335295972,3,3,3,333,Amigos Platônicos
TFCXK2,1217,4,11070.862582274058,2,2,4,224,Prestes a te largar
TFCXLB,677,12,11066.150058164612,3,3,4,334,Amigos Platônicos
TFCXLN,1480,2,1773.590608095879,2,1,3,213,Prestes a te largar
TFCXLP,190,10,12370.232856124376,5,3,4,534,Amantes
TFCXLS,809,11,155.4502377509369,3,3,1,331,Prestes a te largar
TFCXM5,617,12,1489.1071722940105,3,3,2,332,Prestes a te largar
TFCXMZ,1157,8,4417.46797235587,2,3,3,233,Prestes a te largar
TFCXNC,1479,3,0.06305786051879639,2,2,1,221,Prestes a te largar
TFCXND,225,8,2660.091642128051,5,3,3,533,Amantes
TFCXNE,1479,3,0.06305786051879639,2,2,1,221,Prestes a te largar
TFCXNF,1479,3,0.06305786051879639,2,2,1,221,Prestes a te largar
TFCXNN,523,14,248962.97239862944,3,4,5,345,Prestes a te largar
TFCXNP,611,13,141711.95199928543,3,4,5,345,Prestes a te largar
TFCXNU,466,14,420738.27647470735,4,4,5,445,Amantes
TFCXNV,1480,3,641.6767886392722,2,2,2,222,Prestes a te largar
TFCXO0,606,7,386362.9732454932,3,3,5,335,Prestes a te largar
TFCXO2,606,13,922.3305103789631,3,4,2,342,Prestes a te largar
TFCXO3,606,10,145260.7390889913,3,3,5,335,Prestes a te largar
TFCXO4,606,5,0.0210192868395988,3,2,1,321,Prestes a te largar
TFCXO7,606,7,278142.0935243682,3,3,5,335,Prestes a te largar
TFCXO8,543,4,194260.42553358155,3,2,5,325,Prestes a te largar
TFCXOF,555,11,168843.92490642532,3,3,5,335,Prestes a te largar
TFCXOL,1482,3,80182.82421233274,2,2,5,225,Prestes a te largar
TFCXON,1481,4,0.0840771473583952,2,2,1,221,Prestes a te largar
TFCXOT,759,21,117.34227071074429,3,4,1,341,Prestes a te largar
TFCXPE,274,34,42864.30375111912,4,5,5,455,Amantes
TFCXQQ,610,6,247.3759868152379,3,2,2,322,Prestes a te largar
TFCXTF,246,45,85869.95800237726,5,5,5,555,Almas Gêmeas
TFCXTI,738,10,5876.416671892418,3,3,3,333,Amigos Platônicos
TFCXU9,1349,1,0.424589594159896,2,1,1,211,Prestes a te largar
TFCXUX,236,56,126297.29404502803,5,5,5,555,Almas Gêmeas
TFCXVK,1466,7,1666.030713480278,2,3,3,233,Prestes a te largar
TFCXW4,409,7,6128.891937694939,4,3,3,433,Amantes
TFCXW6,862,9,15404.623346719907,3,3,4,334,Amigos Platônicos
TFCXWT,155,28,11805.709461758528,5,5,4,554,Amantes
TFCXX7,215,12,875.8484594618733,5,3,2,532,Clientes Regulares
TFCXXC,534,20,21200.557169303513,3,4,4,344,Prestes a te largar
TFCXXN,1464,2,176.4737284479032,2,1,2,212,Prestes a te largar
TFCXYU,142,31,37006.74978723658,5,5,4,554,Amantes
TFCXZX,1461,2,0.00840771473583952,2,1,1,211,Prestes a te largar
TFCY00,1443,7,1326.2623494329018,2,3,2,232,Prestes a te largar
TFCY03,1460,4,722.7481779796044,2,2,2,222,Prestes a te largar
TFCY17,661,25,137.91594866934358,3,4,1,341,Prestes a te largar
TFCY31,1373,2,152.44027587550642,2,1,1,211,Prestes a te largar
TFCY42,1459,3,573.6163378526511,2,2,2,222,Prestes a te largar
TFCY74,1447,10,736.1626868406361,2,3,2,232,Prestes a te largar
TFCY75,1447,10,736.1626868406361,2,3,2,232,Prestes a te largar
TFCYA9,1409,22,98053.76239580651,2,4,5,245,Prestes a te largar
TFCYBB,214,19,2266.253264614497,5,4,3,543,Amantes
TFCYBE,1452,4,632.2811674219714,2,2,2,222,Prestes a te largar
TFCYC4,395,19,2585.2713886938227,4,4,3,443,Amantes
TFCYCP,1450,1,414.845052781058,2,1,2,212,Prestes a te largar
TFCYCX,1450,9,266.7725847108201,2,3,2,232,Prestes a te largar
TFCYDY,242,35,20970.097504536774,5,5,4,554,Amantes
TFCYEA,1293,1,0.424589594159896,2,1,1,211,Prestes a te largar
TFCYEC,240,21,28235.27106949361,5,4,4,544,Amantes
TFCYEG,281,20,21045.544132718816,4,4,4,444,Amantes
TFCYFC,1170,7,4664.284846141166,2,3,3,233,Prestes a te largar
TFCYFD,1160,3,124.1945582204535,2,2,1,221,Prestes a te largar
TFCYFH,1439,6,393.3465262015166,2,2,2,222,Prestes a te largar
TFCYFY,1443,3,663.6125163850774,2,2,2,222,Prestes a te largar
TFCYGN,1440,4,1304.4401258360306,2,2,2,222,Prestes a te largar
TFCYHE,1439,2,2630.723494555772,2,1,3,213,Prestes a te largar
TFCYHL,1438,2,122.6937811401061,2,1,1,211,Prestes a te largar
TFCYI5,226,83,45558.11032933795,5,5,5,555,Almas Gêmeas
TFCYIA,1437,1,63.9322628513237,2,1,1,211,Prestes a te largar
TFCYIG,856,6,176.87309489785596,3,2,2,322,Prestes a te largar
TFCYIX,1217,6,10557.327773923711,2,2,4,224,Prestes a te largar
TFCYJL,1436,4,3246.033689783449,2,2,3,223,Prestes a te largar
TFCYK1,1217,4,3343.4706958570855,2,2,3,223,Prestes a te largar
TFCYK6,1433,4,18617.993064754603,2,2,4,224,Prestes a te largar
TFCYKF,991,8,14304.663047116868,3,3,4,334,Amigos Platônicos
TFCYKV,1433,4,4071.994973860213,2,2,3,223,Prestes a te largar
TFCYLH,291,35,518.8106493470815,4,5,2,452,Clientes Regulares
TFCYLN,170,12,5772.804199345303,5,3,3,533,Amantes
TFCYMM,295,22,31093.650255951656,4,4,4,444,Amantes
TFCYO5,1217,4,4522.9974038627515,2,2,3,223,Prestes a te largar
TFCYO8,270,14,47209.112252727915,4,4,5,445,Amantes
TFCYOB,242,32,47263.644690504494,5,5,5,555,Almas Gêmeas
TFCYOD,1163,33,78397.94204334656,2,5,5,255,Prestes a te largar
TFCYOE,1432,12,7566.001598205153,2,3,3,233,Prestes a te largar
TFCYON,442,10,3697.9609684069283,4,3,3,433,Amantes
TFCYOS,403,19,30087.671391665845,4,4,4,444,Amantes
TFCYP5,250,41,32958.41412264301,5,5,4,554,Amantes
TFCYPV,495,16,1993.645725877003,4,4,3,443,Amantes
TFCYQ5,166,11,1706.8039260917335,5,3,3,533,Amantes
TFCYR2,380,109,133034.48834771826,4,5,5,455,Amantes
TFCYR3,1429,2,86.72978135755261,2,1,1,211,Prestes a te largar
TFCYSD,1423,1,63.9785052823708,2,1,1,211,Prestes a te largar
TFCYT1,1247,5,904.2497198395399,2,2,2,222,Prestes a te largar
TFCYVM,715,6,336.31279329094866,3,2,2,322,Prestes a te largar
TFCYVO,302,27,12603.353562604996,4,5,4,454,Amantes
TFCYW1,170,30,13959.404445346976,5,5,4,554,Amantes
TFCYW6,1416,8,6548.125817568114,2,3,3,233,Prestes a te largar
TFCYX2,290,44,72982.70954400183,4,5,5,455,Amantes
TFCYX4,191,5,9125.405673405514,5,2,4,524,Clientes Regulares
TFCYXS,198,8,33028.210766522614,5,3,4,534,Amantes
TFCYY0,523,6,535.0879850756671,3,2,2,322,Prestes a te largar
TFCYY4,1412,5,3562.79854631357,2,2,3,223,Prestes a te largar
TFCYYK,1031,17,7234.287824874707,3,4,3,343,Prestes a te largar
TFCYZP,1410,3,53017.60720112678,2,2,5,225,Prestes a te largar
TFCZ06,729,12,27308.96791390194,3,3,4,334,Amigos Platônicos
TFCZ08,1410,1,63.9785052823708,2,1,1,211,Prestes a te largar
TFCZ09,292,2,76.7246008219035,4,1,1,411,Aprendiz
TFCZ11,1410,2,102.3597230514782,2,1,1,211,Prestes a te largar
TFCZ14,600,20,11267.401321939047,3,4,4,344,Prestes a te largar
TFCZ18,1039,15,430.30684018026653,2,4,2,242,Prestes a te largar
TFCZ42,1408,4,17408.5853385778,2,2,4,224,Prestes a te largar
TFCZ45,312,9,7069.72362435012,4,3,3,433,Amantes
TFCZ56,1069,15,28466.256216431295,2,4,4,244,Prestes a te largar
TFCZ58,219,50,50649.544918776046,5,5,5,555,Almas Gêmeas
TFCZ69,340,16,39280.01088208339,4,4,5,445,Amantes
TFCZ70,1306,7,5807.670992354825,2,3,3,233,Prestes a te largar
TFCZAP,1404,3,526.7475320577139,2,2,2,222,Prestes a te largar
TFCZAS,156,37,48710.877239556714,5,5,5,555,Almas Gêmeas
TFCZBG,281,10,18264.398213824123,4,3,4,434,Amantes
TFCZD5,1403,3,6691.5656348188995,2,2,3,223,Prestes a te largar
TFCZD7,1403,2,1771.640018277164,2,1,3,213,Prestes a te largar
TFCZD9,341,15,5476.806398212703,4,4,3,443,Amantes
TFCZDB,1402,3,6174.814875582099,2,2,3,223,Prestes a te largar
TFCZE9,970,24,240.39758358449154,3,4,2,342,Prestes a te largar
TFCZFM,1402,2,2260.4939800204447,2,1,3,213,Prestes a te largar
TFCZFQ,1217,7,7184.6949195053485,2,3,3,233,Prestes a te largar
TFCZFS,1402,11,63140.20567691927,2,3,5,235,Prestes a te largar
TFCZFY,155,21,28539.857351228835,5,4,4,544,Amantes
TFCZG2,246,25,16973.679478437018,5,4,4,544,Amantes
TFCZG7,1282,15,3924.3386876694067,2,4,3,243,Prestes a te largar
TFCZG8,185,39,58955.73649918026,5,5,5,555,Almas Gêmeas
TFCZH5,155,34,1216.8065151443739,5,5,2,552,Clientes Regulares
TFCZH7,282,31,39747.652179548124,4,5,5,455,Amantes
TFCZHM,903,21,1331.874499019074,3,4,2,342,Prestes a te largar
TFCZI8,232,4,1022.5000237417557,5,2,2,522,Clientes Regulares
TFCZJX,1276,3,553.7741310760696,2,2,2,222,Prestes a te largar
TFCZLP,1387,6,4298.519828130571,2,2,3,223,Prestes a te largar
TFCZLS,1384,4,7295.933189317888,2,2,3,223,Prestes a te largar
TFCZM0,1387,5,275.3862884576876,2,2,2,222,Prestes a te largar
TFCZME,452,14,2039.5434406199513,4,4,3,443,Amantes
TFCZN5,641,50,188361.43414762328,3,5,5,355,Prestes a te largar
TFCZNY,572,40,3290.6324125997103,3,5,3,353,Prestes a te largar
TFCZOA,473,15,11079.955525760872,4,4,4,444,Amantes
TFCZOB,702,12,9572.368196477486,3,3,4,334,Amigos Platônicos
TFCZP7,674,16,4980.549443644508,3,4,3,343,Prestes a te largar
TFCZQG,214,20,2419.0088297925954,5,4,3,543,Amantes
TFCZQI,1377,1,0.424589594159896,2,1,1,211,Prestes a te largar
TFCZQJ,1377,4,3261.86121277367,2,2,3,223,Prestes a te largar
TFCZQV,1376,4,3942.970183524023,2,2,3,223,Prestes a te largar
TFCZR4,1074,6,18693.868486388208,2,2,4,224,Prestes a te largar
TFCZR8,970,12,11331.800212958206,3,3,4,334,Amigos Platônicos
TFCZRK,1375,12,637.0441378198256,2,3,2,232,Prestes a te largar
TFCZRV,1375,5,713.2684796149459,2,2,2,222,Prestes a te largar
TFCZS8,523,7,60790.274631396256,3,3,5,335,Prestes a te largar
TFCZSD,928,10,82349.86644306435,3,3,5,335,Prestes a te largar
TFCZUK,344,10,22260.551396909745,4,3,4,434,Amantes
TFCZUL,954,9,14422.799846870143,3,3,4,334,Amigos Platônicos
TFCZUY,1039,23,32263.03725998593,2,4,4,244,Prestes a te largar
TFCZVN,1373,5,398.9292487861136,2,2,2,222,Prestes a te largar
TFCZWR,283,31,47849.242021855745,4,5,5,455,Amantes
TFCZXC,1217,6,3769.027177211618,2,2,3,223,Prestes a te largar
TFCZXE,401,10,13085.876515152197,4,3,4,434,Amantes
TFCZXJ,1217,4,1893.9008021083748,2,2,3,223,Prestes a te largar
TFCZXZ,1191,15,1179.3837768551532,2,4,2,242,Prestes a te largar
TFCZY8,1368,3,369.8091287985331,2,2,2,222,Prestes a te largar
TFCZYE,278,1,153.924237526382,4,1,1,411,Aprendiz
TFCZZQ,347,3,123.1225745916339,4,2,1,421,Clientes Regulares
TFD031,606,12,14562.325872911395,3,3,4,334,Amigos Platônicos
TFD054,583,2,22537.568782026166,3,1,4,314,Prestes a te largar
TFD055,976,7,9626.921653540978,3,3,4,334,Amigos Platônicos
TFD068,247,3,216.86859389624414,5,2,2,522,Clientes Regulares
TFD080,215,6,4440.088928852639,5,2,3,523,Clientes Regulares
TFD123,415,7,303.37977467066554,4,3,2,432,Clientes Regulares
TFD151,1356,3,376.2031958551395,2,2,2,222,Prestes a te largar
TFD156,647,7,17160.780558310984,3,3,4,334,Amigos Platônicos
TFD162,452,17,676.5603970782703,4,4,2,442,Clientes Regulares
TFD167,1355,2,3669.845570330276,2,1,3,213,Prestes a te largar
TFD168,1355,2,3669.845570330276,2,1,3,213,Prestes a te largar
TFD177,523,7,597.1705506851062,3,3,2,332,Prestes a te largar
TFD181,1179,3,68.53128281182792,2,2,1,221,Prestes a te largar
TFD186,1354,2,3669.845570330276,2,1,3,213,Prestes a te largar
TFD214,1354,4,440.5810675874627,2,2,2,222,Prestes a te largar
TFD267,193,19,359.6904441139504,5,4,2,542,Clientes Regulares
TFD315,1345,4,65440.68674822328,2,2,5,225,Prestes a te largar
TFD324,1128,6,191.79678855397117,2,2,2,222,Prestes a te largar
TFD372,1346,3,0.4329973088957355,2,2,1,221,Prestes a te largar
TFD376,1215,5,279.0058096514666,2,2,2,222,Prestes a te largar
TFD403,1102,8,7305.274160389411,2,3,3,233,Prestes a te largar
TFD421,641,10,20767.27820196412,3,3,4,334,Amigos Platônicos
TFD430,1123,9,4480.693987169378,2,3,3,233,Prestes a te largar
TFD438,1217,5,6422.316978118371,2,2,3,223,Prestes a te largar
TFD439,1345,8,365.1470509775102,2,3,2,232,Prestes a te largar
TFD505,247,20,25426.44274983116,5,4,4,544,Amantes
TFD542,641,8,4239.384166536052,3,3,3,333,Amigos Platônicos
TFD555,1341,6,1765.0105352079477,2,2,3,223,Prestes a te largar
TFD573,4544,4,252.09271478204414,1,2,2,122,Clientes Regulares
TFD578,1030,7,3396.468725694457,3,3,3,333,Amigos Platônicos
TFD589,1341,12,16115.356900342002,2,3,4,234,Prestes a te largar
TFD598,361,27,20611.310889756915,4,5,4,454,Amantes
TFD603,614,14,15017.10757068769,3,4,4,344,Prestes a te largar
TFD638,802,5,16906.05202495929,3,2,4,324,Prestes a te largar
TFD678,1335,12,196.79097110706002,2,3,2,232,Prestes a te largar
TFD683,1335,4,5157.527634976558,2,2,3,223,Prestes a te largar
TFD749,621,5,214.84653850227497,3,2,2,322,Prestes a te largar
TFD750,971,8,595.4637845937307,3,3,2,332,Prestes a te largar
TFD758,1331,12,196.79097110706002,2,3,2,232,Prestes a te largar
TFD790,438,10,12336.02186486424,4,3,4,434,Amantes
TFD796,647,11,1039.1683182055572,3,3,2,332,Prestes a te largar
TFD804,306,1,401.237166481102,4,1,2,412,Clientes Regulares
TFD813,395,20,22540.54511304265,4,4,4,444,Amantes
TFD818,283,17,44130.888141357085,4,4,5,445,Amantes
TFD830,1058,6,7342.205047366579,2,2,3,223,Prestes a te largar
TFD845,978,39,61692.75032342652,3,5,5,355,Prestes a te largar
TFD877,229,12,5050.76226940351,5,3,3,533,Amantes
TFD879,642,24,51883.81005356934,3,4,5,345,Prestes a te largar
TFD883,1017,5,111.88145998981646,3,2,1,321,Prestes a te largar
TFD909,1324,12,196.79097110706002,2,3,2,232,Prestes a te largar
TFD960,309,7,721.0918581766443,4,3,2,432,Clientes Regulares
TFD975,156,37,23652.641948866898,5,5,4,554,Amantes
TFD978,367,5,3570.209946853216,4,2,3,423,Clientes Regulares
TFD991,1319,12,196.79097110706002,2,3,2,232,Prestes a te largar
TFD995,953,6,21749.051255525475,3,2,4,324,Prestes a te largar
TFDA37,351,10,9513.493174039775,4,3,4,434,Amantes
TFDA45,1313,10,147.8244404855304,2,3,1,231,Prestes a te largar
TFDA47,549,13,17478.756125763095,3,4,4,344,Prestes a te largar
TFDA48,1129,14,48482.71288091285,2,4,5,245,Prestes a te largar
TFDA54,1313,3,16440.79851847949,2,2,4,224,Prestes a te largar
TFDA60,1312,8,580.359325070795,2,3,2,232,Prestes a te largar
TFDA63,291,14,3246.689491532844,4,4,3,443,Amantes
TFDA67,183,19,44736.24780619485,5,4,5,545,Amantes
TFDA81,673,9,12388.700401541648,3,3,4,334,Amigos Platônicos
TFDA94,396,24,18141.89781012297,4,4,4,444,Amantes
TFDAA0,950,4,1066.9263884059349,3,2,2,322,Prestes a te largar
TFDAAM,192,24,95703.75988470817,5,4,5,545,Amantes
TFDAAO,159,15,10505.792686450375,5,4,4,544,Amantes
TFDAAQ,1310,2,1186.2991222253831,2,1,2,212,Prestes a te largar
TFDAB4,1306,1,361.535937498467,2,1,2,212,Prestes a te largar
TFDABC,246,25,61632.39554319537,5,4,5,545,Amantes
TFDABH,1086,8,11690.830651465394,2,3,4,234,Prestes a te largar
TFDABJ,1306,6,619.2954520124665,2,2,2,222,Prestes a te largar
TFDABR,1305,5,1263.835067519292,2,2,2,222,Prestes a te largar
TFDABY,243,13,27336.86891525285,5,4,4,544,Amantes
TFDAC6,1304,4,6191.268773320137,2,2,3,223,Prestes a te largar
TFDACG,431,19,948.2220679079813,4,4,2,442,Clientes Regulares
TFDADK,275,17,37346.90911001913,4,4,5,445,Amantes
TFDADM,1299,4,25633.995595800094,2,2,4,224,Prestes a te largar
TFDADN,1299,6,742.4726767498844,2,2,2,222,Prestes a te largar
TFDAES,921,4,211.5254911816187,3,2,2,322,Prestes a te largar
TFDAEU,1159,3,746.0879940862959,2,2,2,222,Prestes a te largar
TFDAEY,214,20,1681.5093163089618,5,4,3,543,Amantes
TFDAF9,214,20,2045.815595812886,5,4,3,543,Amantes
TFDAFD,1296,2,0.4666281678390936,2,1,1,211,Prestes a te largar
TFDAGQ,652,12,20375.76455757502,3,3,4,334,Amigos Platônicos
TFDAHX,751,4,59427.66993501773,3,2,5,325,Prestes a te largar
TFDAI9,1289,4,6233.219065994611,2,2,3,223,Prestes a te largar
TFDAIJ,184,37,7606.198882357197,5,5,3,553,Amantes
TFDAIL,276,38,7318.545738099922,4,5,3,453,Amantes
TFDAJ0,331,32,9205.24112867968,4,5,4,454,Amantes
TFDAJB,1361,12,0.25223144207518555,2,3,1,231,Prestes a te largar
TFDAJF,1361,7,0.14713500787719158,2,3,1,231,Prestes a te largar
TFDAJH,571,14,169188.0442628483,3,4,5,345,Prestes a te largar
TFDAJV,1362,26,1220.1485817518753,2,5,2,252,Prestes a te largar
TFDAJW,604,12,0.05044628841503712,3,3,1,331,Prestes a te largar
TFDAKF,1286,2,3485.952033628002,2,1,3,213,Prestes a te largar
TFDAKI,708,13,535.5504093861374,3,4,2,342,Prestes a te largar
TFDAKP,1285,10,0.210192868395988,2,3,1,231,Prestes a te largar
TFDAKQ,409,14,112326.90071652087,4,4,5,445,Amantes
TFDAKV,275,19,7327.974990176172,4,4,3,443,Amantes
TFDAKY,1284,1,45.7043373040236,2,1,1,211,Prestes a te largar
TFDAL0,1284,1,45.7043373040236,2,1,1,211,Prestes a te largar
TFDAMF,214,21,1984.7713829733245,5,4,3,543,Amantes
TFDAMI,1283,2,2205.3772060696488,2,1,3,213,Prestes a te largar
TFDAMJ,1283,2,3081.696497556727,2,1,3,213,Prestes a te largar
TFDAMO,855,17,902.1730142997884,3,4,2,342,Prestes a te largar
TFDAMP,995,17,109446.42605573725,3,4,5,345,Prestes a te largar
TFDANE,1281,3,667.3161147262147,2,2,2,222,Prestes a te largar
TFDANF,1219,13,4286.807881503554,2,4,3,243,Prestes a te largar
TFDANI,1282,5,13598.066089144813,2,2,4,224,Prestes a te largar
TFDANK,887,7,6946.390856890089,3,3,3,333,Amigos Platônicos
TFDANW,222,42,72317.99982084375,5,5,5,555,Almas Gêmeas
TFDAO5,486,6,71.28480938781533,4,2,1,421,Clientes Regulares
TFDAO7,492,15,355.6337217539074,4,4,2,442,Clientes Regulares
TFDAP1,198,9,17186.890716423164,5,3,4,534,Amantes
TFDAP2,1279,2,559.0415643580739,2,1,2,212,Prestes a te largar
TFDAPJ,619,17,3283.725474944219,3,4,3,343,Prestes a te largar
TFDAPU,541,1,36.6618401056282,3,1,1,311,Prestes a te largar
TFDARH,1262,7,498.2159521016426,2,3,2,232,Prestes a te largar
TFDAS4,407,25,7561.637994257256,4,4,3,443,Amantes
TFDAS5,773,17,1140.75032764397,3,4,2,342,Prestes a te largar
TFDATD,233,36,302853.7502020747,5,5,5,555,Almas Gêmeas
TFDATM,159,5,84.1275936468103,5,2,1,521,Clientes Regulares
TFDATZ,908,12,2549.332612055475,3,3,3,333,Amigos Platônicos
TFDAU0,922,16,14807.965666633681,3,4,4,344,Prestes a te largar
