CD_CLIENTE,Recencia,Frequencia,Monetario,R_Score,F_Score,M_Score,RFM_Score,Segmento
TDCHBE,318,5,96.49954588059806,4,2,1,421,Clientes Regulares
TDCHBG,309,5,120.59605631351417,4,2,1,421,Clientes Regulares
TDCHBK,339,5,109.42220342958342,4,2,1,421,Clientes Regulares
TDCHBT,295,3,118.0359071764511,4,1,1,411,Aprendiz
TDCHBV,331,5,121.5671473655037,4,2,1,421,Clientes Regulares
TDCHBW,292,4,196.72370938917268,4,2,2,422,Clientes Regulares
TDCHBX,331,5,97.27725949366327,4,2,1,421,Clientes Regulares
TDCHC6,337,5,109.42220342958342,4,2,1,421,Clientes Regulares
TDCHCH,338,5,121.5671473655037,4,2,1,421,Clientes Regulares
TDCHCM,337,5,108.556208811792,4,2,1,421,Clientes Regulares
TDCHCN,306,5,168.78487332197795,4,2,2,422,Clientes Regulares
TDCHCP,303,5,141.80872059203728,4,2,1,421,Clientes Regulares
TDCHCQ,296,3,344.53133444523144,4,1,2,412,Clientes Regulares
TDCHCT,313,3,108.72015924914089,4,1,1,411,Aprendiz
TDCHCX,292,3,98.3408354077469,4,1,1,411,Aprendiz
TDCHCY,303,3,191.98175827815936,4,1,2,412,Clientes Regulares
TDCHD1,256,7,634.3494652469875,4,3,2,432,Clientes Regulares
TDCHDF,306,5,330.21299625009715,4,2,2,422,Clientes Regulares
TDCHDH,306,5,76.53122338297923,4,2,1,421,Clientes Regulares
TDCHDN,303,5,76.53122338297923,4,2,1,421,Clientes Regulares
TDCHDQ,310,5,120.59605631351417,4,2,1,421,Clientes Regulares
TDCHDS,306,3,117.0522045523578,4,1,1,411,Aprendiz
TDCHDZ,313,5,112.8945896154852,4,2,1,421,Clientes Regulares
TDCHE1,302,5,76.53122338297923,4,2,1,421,Clientes Regulares
TDCHE3,289,3,109.61558086850779,4,1,1,411,Aprendiz
TDCHE7,323,5,92.97671340628136,4,2,1,421,Clientes Regulares
TDCHEB,309,5,108.64448981651822,4,2,1,421,Clientes Regulares
TDCHEC,313,8,216.31368472367916,4,3,2,432,Clientes Regulares
TDCHEI,323,5,115.782639627246,4,2,1,421,Clientes Regulares
TDCHES,323,5,249.96556295387657,4,2,2,422,Clientes Regulares
TDCHEU,292,3,850.8102849785447,4,1,2,412,Clientes Regulares
TDCHEW,313,1,2052.29374001685,4,1,3,413,Clientes Regulares
TDCHEZ,1361,3,114.95027586839748,2,1,1,211,Prestes a te largar
TEF004,2838,1,262.46783476607,1,1,2,112,Clientes Regulares
TEF006,2420,1,160.070276998281,1,1,1,111,Clientes Regulares
TEF040,1446,2,86.6667234970338,2,1,1,211,Prestes a te largar
TEF091,2621,1,147.937944634464,1,1,1,111,Clientes Regulares
TEF108,2602,1,112.781085466551,1,1,1,111,Clientes Regulares
TEF131,1536,2,87.494883398514,2,1,1,211,Prestes a te largar
TEF142,1417,2,75.0178347305282,2,1,1,211,Prestes a te largar
TEF158,548,1,66.3747039820851,3,1,1,311,Prestes a te largar
TEF163,386,18,1428.008309308664,4,4,2,442,Clientes Regulares
TEF181,2315,1,118.267119331687,1,1,1,111,Clientes Regulares
TEF203,1835,3,372.56685923188877,2,1,2,212,Prestes a te largar
TEF548,1400,1,23.053953805672,2,1,1,211,Prestes a te largar
TEFJ34,829,1,57.2943720673784,3,1,1,311,Prestes a te largar
TEVMBC,873,10,4685.405025557597,3,3,3,333,Amigos Platônicos
TEVN70,306,26,58254.633982788146,4,5,5,455,Amantes
TEVNDC,6610,22,0.09248486209423472,1,4,1,141,Clientes Regulares
TEVNT2,3292,17,63221.108911964824,1,4,5,145,Clientes Regulares
TEVNTP,6422,40,0.1681542947167904,1,5,1,151,Clientes Regulares
TEVNVG,907,7,35113.63510645605,3,3,4,334,Amigos Platônicos
TEVNVS,262,16,112598.2555057632,4,4,5,445,Amantes
TEVNZF,135,55,120916.70553425216,5,5,5,555,Almas Gêmeas
TEVOHM,5863,22,0.09248486209423472,1,4,1,141,Clientes Regulares
TEVOMJ,6126,328,1.3788652166776811,1,5,1,151,Clientes Regulares
TEVOMQ,310,44,83839.31412780509,4,5,5,455,Amantes
TEVOTB,2768,4,1369.801700192445,1,2,2,122,Clientes Regulares
TEVOVX,191,80,775913.2312740532,5,5,5,555,Almas Gêmeas
TEVP48,543,18,30385.61978261715,3,4,4,344,Prestes a te largar
TEVP67,2775,10,885.1179649581376,1,3,2,132,Clientes Regulares
TEVRVQ,2481,33,78655.98742016168,1,5,5,155,Ex-Amantes
TEVRZU,1036,17,32455.363734568302,3,4,4,344,Prestes a te largar
TEVS97,408,17,26277.13112294603,4,4,4,444,Amantes
TEVSA1,401,40,84124.0624066212,4,5,5,455,Amantes
TEVSAQ,572,31,39478.29422255607,3,5,5,355,Prestes a te largar
TEVSAU,353,23,42872.31630326236,4,4,5,445,Amantes
TEVVGL,136,13,729.0539640314851,5,4,2,542,Clientes Regulares
TEVVH1,5727,6,1061.625324264986,1,2,2,122,Clientes Regulares
TEVVHG,228,28,124150.7035803913,5,5,5,555,Almas Gêmeas
TEVVHL,1352,12,42815.41288993017,2,3,5,235,Prestes a te largar
TEVVHT,194,28,52942.68605511569,5,5,5,555,Almas Gêmeas
TEVVJW,432,115,281073.6997023184,4,5,5,455,Amantes
TEVVKG,507,11,678.090601160193,4,3,2,432,Clientes Regulares
TEVVKP,5511,2,0.01681542947167904,1,1,1,111,Clientes Regulares
TEVVLM,198,34,53604.29753539369,5,5,5,555,Almas Gêmeas
TEVVM1,459,11,2701.9242267962277,4,3,3,433,Amantes
TEVVM3,198,15,32566.63563523972,5,4,4,544,Amantes
TEVVM6,171,12,12350.80683122722,5,3,4,534,Amantes
TEVVM7,1830,7,5984.565106539518,2,3,3,233,Prestes a te largar
TEVVM8,192,31,35534.10071653796,5,5,4,554,Amantes
TEVVMH,731,10,3721.943974690905,3,3,3,333,Amigos Platônicos
TEVVMX,199,40,415134.64390356117,5,5,5,555,Almas Gêmeas
TEVVN8,188,24,43207.082077041974,5,4,5,545,Amantes
TEVVNK,4840,1,69.5444124374966,1,1,1,111,Clientes Regulares
TEVVNW,178,29,38383.15995121133,5,5,5,555,Almas Gêmeas
TEVVOE,190,19,47434.787927809906,5,4,5,545,Amantes
TEVVOI,919,5,2062.475482561952,3,2,3,323,Prestes a te largar
TEVVOR,4020,4,1810.1515556246768,1,2,3,123,Clientes Regulares
TEVVOV,193,15,50485.83410129714,5,4,5,545,Amantes
TEVVOX,584,9,46101.90029916512,3,3,5,335,Prestes a te largar
TEVVP0,178,10,11773.306129166609,5,3,4,534,Amantes
TEVVP7,459,22,9441.33396231942,4,4,4,444,Amantes
TEVVPK,155,22,37415.7388667041,5,4,5,545,Amantes
TEVVPM,4727,5,5587.25434284006,1,2,3,123,Clientes Regulares
TEVVPZ,185,16,49023.068299270584,5,4,5,545,Amantes
TEVVQ4,198,11,951.9677048227971,5,3,2,532,Clientes Regulares
TEVVQ5,185,12,6911.032212568513,5,3,3,533,Amantes
TEVVQ8,198,14,7772.713672700507,5,4,3,543,Amantes
TEVVQC,298,24,44216.93689782099,4,4,5,445,Amantes
TEVVT0,480,7,5960.846943269729,4,3,3,433,Amantes
TEVVTC,165,40,130033.37559204723,5,5,5,555,Almas Gêmeas
TEVVTO,2768,4,138.84920500502176,1,2,1,121,Términos
TEVVV0,1759,19,2621799.07950698,2,4,5,245,Prestes a te largar
TEVVV1,1221,11,49447.37203112938,2,3,5,235,Prestes a te largar
TEVVV4,339,125,352942.143220094,4,5,5,455,Amantes
TEVVV9,274,23,16862.390762336065,4,4,4,444,Amantes
TEVVVO,5202,11,3939.6995824917876,1,3,3,133,Clientes Regulares
TEVYDI,339,32,47336.56900426584,4,5,5,455,Amantes
TEVYL8,1221,3,170.54208570176868,2,1,2,212,Prestes a te largar
TEVYXQ,1563,11,2601.8429944381646,2,3,3,233,Prestes a te largar
TEVZID,4930,8,23617.022665388482,1,3,4,134,Clientes Regulares
TEVZJE,337,8,2787.5694129528565,4,3,3,433,Amantes
TEVZN2,1221,5,567.957945835431,2,2,2,222,Prestes a te largar
TEVZY8,1740,3,4161.667455375318,2,1,3,213,Prestes a te largar
TEW751,2166,14,10709.713399653443,1,4,4,144,Clientes Regulares
TEWA34,466,31,48117.469141215886,4,5,5,455,Amantes
TEWAA8,935,8,4176.2422288698945,3,3,3,333,Amigos Platônicos
TEWBFO,908,53,39318.54764257512,3,5,5,355,Prestes a te largar
TEWBHY,2073,17,26654.27177899417,1,4,4,144,Clientes Regulares
TEWBIY,4432,38,39726.132633681795,1,5,5,155,Ex-Amantes
TEWBJ0,193,31,39668.7247574655,5,5,5,555,Almas Gêmeas
TEWBJ1,628,53,82928.26677060167,3,5,5,355,Prestes a te largar
TEWBJ8,198,18,841.2002670354794,5,4,2,542,Clientes Regulares
TEWBJI,353,51,49892.472245387355,4,5,5,455,Amantes
TEWBJX,2868,4,2174.7352897148817,1,2,3,123,Clientes Regulares
TEWBP2,1221,44,23394.197205601908,2,5,4,254,Prestes a te largar
TEWBPM,752,19,37341.826646461355,3,4,5,345,Prestes a te largar
TEWBPO,183,69,111581.88470606382,5,5,5,555,Almas Gêmeas
TEWBPS,185,29,47915.103855238944,5,5,5,555,Almas Gêmeas
TEWBQJ,4971,22,36903.71324314882,1,4,4,144,Clientes Regulares
TEWBQT,187,27,53885.14043071491,5,5,5,555,Almas Gêmeas
TEWBRK,1102,10,4106.807116723965,2,3,3,233,Prestes a te largar
TEWBTY,191,296,6175748.707846239,5,5,5,555,Almas Gêmeas
TEWDR7,1458,16,7525.228385593699,2,4,3,243,Prestes a te largar
TEWEF8,278,94,132664.54469548396,4,5,5,455,Amantes
TEWEF9,274,7,3973.347256864612,4,3,3,433,Amantes
TEWEPY,352,12,20139.987013237856,4,3,4,434,Amantes
TEWERU,187,30,174825.77852496275,5,5,5,555,Almas Gêmeas
TEWERY,3300,20,32912.432330752694,1,4,4,144,Clientes Regulares
TEWGR8,432,28,172902.6398948608,4,5,5,455,Amantes
TEWGVB,495,66,75007.2998639641,4,5,5,455,Amantes
TEWGVH,3144,50,40927.02754868856,1,5,5,155,Ex-Amantes
TEWGXM,408,13,7907.426282055491,4,4,3,443,Amantes
TEWKLQ,1822,2,749.018082671735,2,1,2,212,Prestes a te largar
TEWLOI,226,9,6252.380247877588,5,3,3,533,Amantes
TEWLPO,2052,7,30250.95761955062,1,3,4,134,Clientes Regulares
TEWLRQ,3991,54,59149.10553038987,1,5,5,155,Ex-Amantes
TEWLRU,190,24,225203.42635689632,5,4,5,545,Amantes
TEWLSU,5177,4,7225.447112829974,1,2,3,123,Clientes Regulares
TEWLVK,190,37,80063.54396337541,5,5,5,555,Almas Gêmeas
TEWLW3,400,56,80019.87849689479,4,5,5,455,Amantes
TEWLYB,488,58,135913.87841330125,4,5,5,455,Amantes
TEWOW7,501,55,577948.845867601,4,5,5,455,Amantes
TEWOWF,4475,37,23521.733830429857,1,5,4,154,Clientes Regulares
TEWOX7,194,59,100582.2522830317,5,5,5,555,Almas Gêmeas
TEWOXR,338,22,57901.72436060858,4,4,5,445,Amantes
TEWOYI,815,22,48027.3888855361,3,4,5,345,Prestes a te largar
TEWOYJ,232,102,355054.84639048803,5,5,5,555,Almas Gêmeas
TEWOYT,3915,9,7860.208556099018,1,3,3,133,Clientes Regulares
TEWOYV,747,6,2877.540368341076,3,2,3,323,Prestes a te largar
TEWOYZ,183,37,64886.51325069719,5,5,5,555,Almas Gêmeas
TEWP05,1212,26,21764.336480915234,2,5,4,254,Prestes a te largar
TEWP22,155,65,412174.60703823244,5,5,5,555,Almas Gêmeas
TEWP26,193,47,156653.79370765758,5,5,5,555,Almas Gêmeas
TEWP73,401,14,13195.378591871762,4,4,4,444,Amantes
TEWP74,401,12,11614.46337851975,4,3,4,434,Amantes
TEWP89,1982,13,20220.255465820916,1,4,4,144,Clientes Regulares
TEWP91,166,30,57788.16556152902,5,5,5,555,Almas Gêmeas
TEWPB7,3624,11,21017.184910914835,1,3,4,134,Clientes Regulares
TEWPDU,3327,2,410.78412656364696,1,1,2,112,Clientes Regulares
TEWRGO,3781,9,7069.109861174407,1,3,3,133,Clientes Regulares
TEWRJA,191,34,11577.969692708855,5,5,4,554,Amantes
TEWRKC,3181,8,16825.909688097265,1,3,4,134,Clientes Regulares
TEWRKF,5118,4,12155.747849355766,1,2,4,124,Clientes Regulares
TEWRKI,194,33,48699.539436235376,5,5,5,555,Almas Gêmeas
TEWRO6,1348,27,16432.050291296877,2,5,4,254,Prestes a te largar
TEWROD,576,116,160845.67008207878,3,5,5,355,Prestes a te largar
TEWROI,190,17,60249.91500918127,5,4,5,545,Amantes
TEWTOL,219,36,28311.32305313661,5,5,4,554,Amantes
TEWTQW,641,44,40829.20378773705,3,5,5,355,Prestes a te largar
TEWTRA,191,38,217843.9854943216,5,5,5,555,Almas Gêmeas
TEWTU7,605,39,16872.16893457384,3,5,4,354,Prestes a te largar
TEWTV4,463,33,33348.70864839544,4,5,4,454,Amantes
TEWTV8,400,114,279630.3136827579,4,5,5,455,Amantes
TEWTVL,611,195,261643.3238127853,3,5,5,355,Prestes a te largar
TEWTWC,156,39,158087.29645854613,5,5,5,555,Almas Gêmeas
TEWTY2,192,21,17490.741323119033,5,4,4,544,Amantes
TEWTY5,4852,29,30498.800234533643,1,5,4,154,Clientes Regulares
TEWTYL,158,24,65290.5417784707,5,4,5,545,Amantes
TEWTZ9,443,74,204114.31765027397,4,5,5,455,Amantes
TEWU57,332,220,1077125.787151978,4,5,5,455,Amantes
TEXCEK,401,16,158536.7981114683,4,4,5,445,Amantes
TEXCHQ,218,28,125137.10087705738,5,5,5,555,Almas Gêmeas
TEXCI2,3517,2,5017.42988433327,1,1,3,113,Clientes Regulares
TEXCJH,193,35,26171.78245730597,5,5,4,554,Amantes
TEXCK8,194,18,80107.45325358334,5,4,5,545,Amantes
TEXCL4,339,25,21359.143484650904,4,4,4,444,Amantes
TEXCLX,1402,67,110368.07554122274,2,5,5,255,Prestes a te largar
TEXCMP,171,34,89308.05752758613,5,5,5,555,Almas Gêmeas
TEXCMR,1319,12,5034.4092642423075,2,3,3,233,Prestes a te largar
TEXCMS,583,14,17588.57349178526,3,4,4,344,Prestes a te largar
TEXCMY,1219,32,60486.121346969936,2,5,5,255,Prestes a te largar
TEXCN4,879,34,25808.691092581386,3,5,4,354,Prestes a te largar
TEXCRB,4929,12,0.5927438888766855,1,3,1,131,Clientes Regulares
TEXCRP,2927,7,15110.861997707038,1,3,4,134,Clientes Regulares
TEXCST,4421,10,4887.156548358806,1,3,3,133,Clientes Regulares
TEXCSY,582,41,59577.99987449452,3,5,5,355,Prestes a te largar
TEXCT4,997,20,42401.04287303174,3,4,5,345,Prestes a te largar
TEXCTS,464,34,83171.11099917434,4,5,5,455,Amantes
TEXCU9,187,30,70553.46011766102,5,5,5,555,Almas Gêmeas
TEXF61,2075,7,9781.005637647339,1,3,4,134,Clientes Regulares
TEXFB9,1221,18,21013.439274000022,2,4,4,244,Prestes a te largar
TEXFBB,156,12,128179.25589221145,5,3,5,535,Amantes
TEXFBJ,4989,6,10761.937919735117,1,2,4,124,Clientes Regulares
TEXFC5,492,18,5610.905244391971,4,4,3,443,Amantes
TEXFDS,550,18,25310.315393899735,3,4,4,344,Prestes a te largar
TEXFEJ,4541,20,13559.449455363094,1,4,4,144,Clientes Regulares
TEXFER,5024,9,3929.257200789877,1,3,3,133,Clientes Regulares
TEXFEW,4566,12,9419.869066598823,1,3,4,134,Clientes Regulares
TEXFJ2,4873,4,552.046345697855,1,2,2,122,Clientes Regulares
TEXFJG,194,29,256911.5964828907,5,5,5,555,Almas Gêmeas
TEXFJR,3645,5,5323.29413870837,1,2,3,123,Clientes Regulares
TEXHLI,159,1,56537.0723856919,5,1,5,515,Novas Paixões
TEXHMP,215,4,4680.47390086503,5,2,3,523,Clientes Regulares
TEXHN8,2273,48,26242.91592782851,1,5,4,154,Clientes Regulares
TEXHPI,1360,24,15915.888072091571,2,4,4,244,Prestes a te largar
TEXHPU,4208,37,41180.12078152416,1,5,5,155,Ex-Amantes
TEXHRJ,424,77,90497.24890368065,4,5,5,455,Amantes
TEXHRS,198,53,66527.11062710168,5,5,5,555,Almas Gêmeas
TEXHSA,1006,35,31883.23976608121,3,5,4,354,Prestes a te largar
TEXHSB,4999,10,27988.466807280405,1,3,4,134,Clientes Regulares
TEXHTJ,663,118,152428.35373601096,3,5,5,355,Prestes a te largar
TEXHTW,4819,8,2598.0805420938773,1,3,3,133,Clientes Regulares
TEXHUS,4820,8,15916.653174132533,1,3,4,134,Clientes Regulares
TEXHWC,4702,10,25634.252031099513,1,3,4,134,Clientes Regulares
TEXHWR,570,99,184060.33315106897,3,5,5,355,Prestes a te largar
TEXHWY,858,27,48539.85591411498,3,5,5,355,Prestes a te largar
TEXHX8,709,9,112634.20269011622,3,3,5,335,Prestes a te largar
TEXHXC,681,28,5178.034051217277,3,5,3,353,Prestes a te largar
TEXK90,4989,4,3287.9419438842388,1,2,3,123,Clientes Regulares
TEXKBS,899,6,3551.3304234138905,3,2,3,323,Prestes a te largar
TEXKBT,1221,13,16529.386404793677,2,4,4,244,Prestes a te largar
TEXKCC,190,29,54520.67958759703,5,5,5,555,Almas Gêmeas
TEXKCQ,1221,4,77.224859848686,2,2,1,221,Prestes a te largar
TEXKCR,4972,4,3448.138336603556,1,2,3,123,Clientes Regulares
TEXKCV,600,135,145071.27123741928,3,5,5,355,Prestes a te largar
TEXKE8,4972,6,0.35312401890525924,1,2,1,121,Términos
TEXKEW,1328,4,1585.1653131509759,2,2,3,223,Prestes a te largar
TEXKG9,499,14,38715.99615445911,4,4,5,445,Amantes
TEXKGG,193,26,260596.25224272776,5,5,5,555,Almas Gêmeas
TEXKGO,4159,20,12687.930968990171,1,4,4,144,Clientes Regulares
TEXKI7,192,51,107438.31065279996,5,5,5,555,Almas Gêmeas
TEXKIE,246,56,103821.36221973029,5,5,5,555,Almas Gêmeas
TEXKL8,1220,18,40289.46213255512,2,4,5,245,Prestes a te largar
TEXKLA,551,53,102798.66881854957,3,5,5,355,Prestes a te largar
TEXKLD,4548,7,13661.762935983526,1,3,4,134,Clientes Regulares
TEXKLJ,190,41,83337.59636251607,5,5,5,555,Almas Gêmeas
TEXKLM,354,20,34655.7593696569,4,4,4,444,Amantes
TEXKM7,492,8,8474.892376578875,4,3,3,433,Amantes
TEXKQZ,716,18,32905.10500736042,3,4,4,344,Prestes a te largar
TEXKS8,3459,17,9934.084899842768,1,4,4,144,Clientes Regulares
TEXKSA,198,34,88869.63724268589,5,5,5,555,Almas Gêmeas
TEXKSC,2864,33,441730.69225801015,1,5,5,155,Ex-Amantes
TEXMZ7,4112,24,20411.66549949705,1,4,4,144,Clientes Regulares
TEXN09,218,84,662430.8625252439,5,5,5,555,Almas Gêmeas
TEXNAM,1366,34,86168.58741822204,2,5,5,255,Prestes a te largar
TEXNAT,1598,43,39304.50675896625,2,5,5,255,Prestes a te largar
TEXNB3,1220,3,325.28187155752687,2,1,2,212,Prestes a te largar
TEXNBJ,2501,32,30754.705847948415,1,5,4,154,Clientes Regulares
TEXPIY,367,7,1164.8468380768866,4,3,2,432,Clientes Regulares
TEXPJ9,4520,31,22246.031273560944,1,5,4,154,Clientes Regulares
TEXPMN,401,23,15433.751874422212,4,4,4,444,Amantes
TEXPNU,1220,12,17336.224341703786,2,3,4,234,Prestes a te largar
TEXPO9,1340,8,771.147187856465,2,3,2,232,Prestes a te largar
TEXPOA,1220,3,75.06407716157518,2,1,1,211,Prestes a te largar
TEXPR8,1220,4,351.2112638028566,2,2,2,222,Prestes a te largar
TEXPRO,4903,14,9536.715282140158,1,4,4,144,Clientes Regulares
TEXPRW,188,30,60896.01005191423,5,5,5,555,Almas Gêmeas
TEXPSB,408,34,177832.7977002357,4,5,5,455,Amantes
TEXPSQ,1129,76,239299.09463496724,2,5,5,255,Prestes a te largar
TEXPXZ,3533,4,141.46400428786768,1,2,1,121,Términos
TEXPY0,270,8,25435.430596883718,4,3,4,434,Amantes
TEXPYU,186,38,42459.13177414167,5,5,5,555,Almas Gêmeas
TEXSG6,187,5,867.04558213345,5,2,2,522,Clientes Regulares
TEXSIF,3453,49,321339.4773024627,1,5,5,155,Ex-Amantes
TEXSJH,815,55,110283.31736897076,3,5,5,355,Prestes a te largar
TEXSKD,1129,21,2254.368959835387,2,4,3,243,Prestes a te largar
TEXSKJ,5427,4,221.6567874383047,1,2,2,122,Clientes Regulares
TEXSKL,4142,44,24243.876652948496,1,5,4,154,Clientes Regulares
TEXSL6,995,39,29351.5381318268,3,5,4,354,Prestes a te largar
TEXSOA,224,9,2922.5889038957034,5,3,3,533,Amantes
TEXSOB,184,54,335946.04877417156,5,5,5,555,Almas Gêmeas
TEXSOQ,353,94,276328.38550541067,4,5,5,455,Amantes
TEXSOY,1220,28,102316.05338114026,2,5,5,255,Prestes a te largar
TEXSP0,4853,6,12353.039079489577,1,2,4,124,Clientes Regulares
TEXSPK,267,105,165572.1383864062,4,5,5,455,Amantes
TEXSQA,4873,9,24558.207476062587,1,3,4,134,Clientes Regulares
TEXSQH,600,93,502675.7445099783,3,5,5,355,Prestes a te largar
TEXSRY,185,45,41945.78613937288,5,5,5,555,Almas Gêmeas
TEXST8,646,72,130789.35526252017,3,5,5,355,Prestes a te largar
TEXV69,1128,16,27696.26508935107,2,4,4,244,Prestes a te largar
TEXVBP,134,121,314470.8199721628,5,5,5,555,Almas Gêmeas
TEXVCH,4313,16,5675.287319981665,1,4,3,143,Clientes Regulares
TEXVCZ,753,121,148648.0602210533,3,5,5,355,Prestes a te largar
TEXVDA,2720,13,13110.452265325044,1,4,4,144,Clientes Regulares
TEXVFB,239,30,98525.2628343349,5,5,5,555,Almas Gêmeas
TEXVFP,408,53,129009.95071968452,4,5,5,455,Amantes
TEXVFR,155,54,68227.53730156625,5,5,5,555,Almas Gêmeas
TEXVGX,221,64,201047.26318792967,5,5,5,555,Almas Gêmeas
TEXVI3,183,61,131536.46479394689,5,5,5,555,Almas Gêmeas
TEXVIX,270,180,371923.73631631484,4,5,5,455,Amantes
TEXVJD,611,24,55011.37483886757,3,4,5,345,Prestes a te largar
TEXVJJ,1220,7,14288.848135698743,2,3,4,234,Prestes a te largar
TEXVNG,194,29,38967.77778379589,5,5,5,555,Almas Gêmeas
TEXVNK,480,22,14612.662861034867,4,4,4,444,Amantes
TEXXWN,764,16,87048.53463861768,3,4,5,345,Prestes a te largar
TEXXYS,4456,12,13722.046250639494,1,3,4,134,Clientes Regulares
TEXXYU,1191,5,8871.450649809483,2,2,3,223,Prestes a te largar
TEXY03,673,17,52513.716041578504,3,4,5,345,Prestes a te largar
TEXY56,274,44,190327.73378132208,4,5,5,455,Amantes
TEXY85,879,8,18106.25330350034,3,3,4,334,Amigos Platônicos
TEXY91,648,30,44900.93812244048,3,5,5,355,Prestes a te largar
TEXY92,1220,13,6704.740523809964,2,4,3,243,Prestes a te largar
TEXY99,246,35,87119.64708985343,5,5,5,555,Almas Gêmeas
TEXYB7,1220,3,137.8024445204097,2,1,1,211,Prestes a te largar
TEXYEW,4602,18,12336.8794517673,1,4,4,144,Clientes Regulares
TEXYF4,5332,5,7253.6844227703,1,2,3,123,Clientes Regulares
TEXYF9,183,31,14592.265745085731,5,5,4,554,Amantes
TEXYFP,155,99,292913.746271058,5,5,5,555,Almas Gêmeas
TEXYFV,214,20,6073.871852463617,5,4,3,543,Amantes
TEY635,3130,14,64912.270284790524,1,4,5,145,Clientes Regulares
TEY678,187,33,78527.01307611394,5,5,5,555,Almas Gêmeas
TEYIYX,4789,7,4766.161125595341,1,3,3,133,Clientes Regulares
TEYIZG,4761,4,1331.786218014345,1,2,2,122,Clientes Regulares
TEYIZI,4789,4,3102.2197292269157,1,2,3,123,Clientes Regulares
TEYIZV,170,64,382225.78485157155,5,5,5,555,Almas Gêmeas
TEYIZZ,2500,5,2870.4442571040267,1,2,3,123,Clientes Regulares
TEYJ00,492,2,175.9062077032349,4,1,2,412,Clientes Regulares
TEYJ35,1006,4,5276.635525781838,3,2,3,323,Prestes a te largar
TEYJ64,137,30,82806.84255438668,5,5,5,555,Almas Gêmeas
TEYJA1,613,5,16488.718288616423,3,2,4,324,Prestes a te largar
TEYJAI,460,24,35298.079348473475,4,4,4,444,Amantes
TEYJBY,4002,13,335396.5878007549,1,4,5,145,Clientes Regulares
TEYJBZ,2423,46,142740.05996875564,1,5,5,155,Ex-Amantes
TEYJC1,1220,23,15225.013540675525,2,4,4,244,Prestes a te largar
TEYJC6,4539,16,16210.326242140687,1,4,4,144,Clientes Regulares
TEYJD8,4782,6,9322.907096407755,1,2,4,124,Clientes Regulares
TEYJDF,341,19,1369718.4175741295,4,4,5,445,Amantes
TEYJDK,304,57,198719.5243054519,4,5,5,455,Amantes
TEYJDV,4779,12,0.24382372733934596,1,3,1,131,Clientes Regulares
TEYJFM,1159,53,45256.67273677122,2,5,5,255,Prestes a te largar
TEYJI6,290,62,113775.84843937958,4,5,5,455,Amantes
TEYO45,2853,4,633.7735367875833,1,2,2,122,Clientes Regulares
TEYSS9,1510,7,3013.3207574675207,2,3,3,233,Prestes a te largar
TEYSVO,4419,8,38733.501016539034,1,3,5,135,Clientes Regulares
TEYSW3,486,1,0.00420385736791976,4,1,1,411,Aprendiz
TEYSWD,1397,30,31464.25811765012,2,5,4,254,Prestes a te largar
TEYSWS,198,25,98593.42838155576,5,4,5,545,Amantes
TEYSXM,3875,8,9625.315780026436,1,3,4,134,Clientes Regulares
TEYT36,459,27,46622.52281103785,4,5,5,455,Amantes
TEYT42,3454,3,3354.3881134415797,1,1,3,113,Clientes Regulares
TEYT77,673,8,10614.634757563208,3,3,4,334,Amigos Platônicos
TEYTB4,765,34,51621.989612838,3,5,5,355,Prestes a te largar
TEYTB9,2488,8,12694.606694490434,1,3,4,134,Clientes Regulares
TEYTBT,4467,6,1379.8152884428312,1,2,2,122,Clientes Regulares
TEYTBY,2227,3,15485.39205832972,1,1,4,114,Clientes Regulares
TEYTCA,922,32,25026.672729571477,3,5,4,354,Prestes a te largar
TEYTCU,4051,8,3971.6026560569208,1,3,3,133,Clientes Regulares
TEYTDZ,4735,2,8006.628908223665,1,1,3,113,Clientes Regulares
TEYVPH,2046,10,17874.843566968502,1,3,4,134,Clientes Regulares
TEYVPL,1220,6,196.29071208027727,2,2,2,222,Prestes a te largar
TEYVQ7,1220,13,28484.77420813701,2,4,4,244,Prestes a te largar
TEYVRA,3971,5,126.25024447336644,1,2,1,121,Términos
TEYVT0,193,31,34971.53211584824,5,5,4,554,Amantes
TEYVTZ,188,35,138699.18615099005,5,5,5,555,Almas Gêmeas
TEYVUM,611,13,3865.3711803695996,3,4,3,343,Prestes a te largar
TEYVVB,218,143,471983.06237363635,5,5,5,555,Almas Gêmeas
TEYVW8,1073,32,27332.32874929547,2,5,4,254,Prestes a te largar
TEYVWO,1319,18,24506.407545575057,2,4,4,244,Prestes a te largar
TEYVXH,198,29,9946.498890650244,5,5,4,554,Amantes
TEYVXL,191,27,36675.977677956485,5,5,4,554,Amantes
TEYVXM,1537,18,17617.48341890445,2,4,4,244,Prestes a te largar
TEYVXR,495,45,73975.03427955668,4,5,5,455,Amantes
TEYVYC,604,24,35334.00551353972,3,4,4,344,Prestes a te largar
TEYVYE,1409,3,71.65895269356025,2,1,1,211,Prestes a te largar
TEYVYG,191,33,158396.54902195986,5,5,5,555,Almas Gêmeas
TEYVYX,1160,57,95907.4451818987,2,5,5,255,Prestes a te largar
TEYVYZ,2376,50,124509.09082872124,1,5,5,155,Ex-Amantes
TEYVZF,2908,15,19621.34451818551,1,4,4,144,Clientes Regulares
TEYVZH,719,12,2803.2455970778287,3,3,3,333,Amigos Platônicos
