CD_CLIENTE,DATA_RECENTE,FREQUENCIA,MONETARIO,RECENCIA,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,SEGMENTO_RFM
TB4038,2023-06-30,0,9744.743163991661,752,3,1,3,313,Potencial para Retenção
TB4061,2019-11-21,0,1424.1996145333296,2069,1,1,2,112,Perdidos
TB4069,2024-06-03,35,29310.188990755934,413,4,5,4,454,Campeões
TB4074,2024-10-08,44,35221.304301363154,286,4,5,4,454,Campeões
TB4075,2013-12-14,0,223.489669250718,4237,1,1,2,112,Perdidos
TB4082,2024-11-19,23,49769.94661854201,244,4,4,5,445,Campeões
TB4090,2025-02-07,30,32900.379871678895,164,5,4,4,544,Campeões
TB4095,2024-10-07,72,60465.223971993975,287,4,5,5,455,Campeões
TB4118,2020-03-19,0,200.86450889657385,1950,1,1,1,111,Perdidos
TB4128,2023-01-17,0,9401.712606626781,916,3,1,3,313,Potencial para Retenção
TB4131,2023-01-12,0,4890.511226538409,921,3,1,3,313,Potencial para Retenção
TB4132,2024-03-20,24,25214.16476818068,488,4,4,4,444,Campeões
TB4135,2023-06-30,0,7535.506816858266,752,3,1,3,313,Potencial para Retenção
TB4138,2020-03-06,0,3255.0593715523764,1963,1,1,3,113,Adormecidos
TB4142,2024-09-10,2,89.2436880635685,314,4,4,1,441,Clientes Leais
TB4144,2024-08-16,10,39279.76705835601,339,4,4,4,444,Campeões
TB4145,2021-11-26,0,1117.948605280374,1333,2,1,2,212,Perdidos
TB4155,2024-09-30,12,7029.925706648027,294,4,4,3,443,Clientes Leais
TB4162,2018-11-20,0,1305.4238284601208,2435,1,1,2,112,Perdidos
TB4166,2024-03-11,19,20028.97995558057,497,3,4,4,344,Potencial para Retenção
TB4172,2024-03-19,34,28546.57931916015,489,4,5,4,454,Campeões
TB4183,2022-07-29,0,19775.445317721336,1088,2,1,4,214,Adormecidos
TB4187,2022-02-10,0,18789.972869676214,1257,2,1,4,214,Adormecidos
TB4228,2024-11-29,34,31983.913742328143,234,5,5,4,554,Campeões
TB4232,2024-12-30,108,57867.55120406477,203,5,5,5,555,Campeões
TB4238,2021-10-26,0,25615.07403378708,1364,2,1,4,214,Adormecidos
TB4250,2019-11-26,0,1421.8748814088633,2064,1,1,2,112,Perdidos
TB4253,2024-09-17,12,17377.98125693932,307,4,4,4,444,Campeões
TB4287,2023-01-05,0,1408.3973146873172,928,3,1,2,312,Potencial para Retenção
TB4293,2014-06-28,0,264.906072039464,4041,1,1,2,112,Perdidos
TB4311,2024-06-28,10,1933.690312095731,388,4,4,2,442,Clientes Leais
TB4322,2021-09-24,0,3239.6984767299964,1396,2,1,3,213,Adormecidos
TB4327,2024-12-20,23,14669.364489213367,213,5,4,4,544,Campeões
TB4332,2021-06-25,0,11838.798023101428,1487,2,1,3,213,Adormecidos
TB4336,2017-12-06,0,379.562077892108,2784,1,1,2,112,Perdidos
TB4345,2024-06-28,11,13482.964474411165,388,4,4,4,444,Campeões
TB4355,2024-04-18,15,14683.1321220933,459,4,4,4,444,Campeões
TB4358,2024-11-29,54,9754.702102096266,234,5,5,3,553,Clientes Leais
TB4359,2024-09-19,355,99795.82407364287,305,4,5,5,455,Campeões
TB4370,2025-01-28,36,13924.264401608534,174,5,5,4,554,Campeões
TB4380,2024-12-27,81,40789.56982047232,206,5,5,4,554,Campeões
TB4388,2024-06-28,267,161989.45139088502,388,4,5,5,455,Campeões
TB4390,2022-12-14,0,4395.763456765301,950,3,1,3,313,Potencial para Retenção
TB4393,2024-10-10,94,55573.31286095208,284,4,5,5,455,Campeões
TB4395,2022-01-14,0,338.9780388622097,1284,2,1,2,212,Perdidos
TB4400,2024-10-07,74,36555.42786407407,287,4,5,4,454,Campeões
TB4410,2024-03-27,17,10401.17549199234,481,4,4,3,443,Clientes Leais
TB4412,2022-06-30,0,4114.924765301421,1117,2,1,3,213,Adormecidos
TB4413,2024-03-12,39,40414.18217294656,496,3,5,4,354,Potencial para Retenção
TB4421,2023-08-10,0,21895.16472606229,711,3,1,4,314,Potencial para Retenção
TB4434,2021-07-22,0,2708.150139558119,1460,2,1,3,213,Adormecidos
TB4442,2024-09-06,26,6157.011539628958,318,4,4,3,443,Clientes Leais
TB4453,2020-01-31,0,1483.8145158677974,1998,1,1,2,112,Perdidos
TB4458,2016-02-02,0,1045.0831455222199,3457,1,1,2,112,Perdidos
TB4463,2023-02-28,0,8100.736459261915,874,3,1,3,313,Potencial para Retenção
TB4473,2014-12-21,0,371.906853625125,3865,1,1,2,112,Perdidos
TB4483,2016-03-05,0,641.37831476615,3425,1,1,2,112,Perdidos
TB4508,2017-05-19,0,2341.0651103339956,2985,1,1,3,113,Adormecidos
TB4511,2024-07-15,28,16683.525039045817,371,4,4,4,444,Campeões
TB4565,2024-02-01,0,79588.07087963418,536,3,1,5,315,Potencial para Retenção
TB4577,2022-06-13,0,20165.563281464278,1134,2,1,4,214,Adormecidos
TB4582,2021-03-10,0,2811.7415928184,1594,2,1,3,213,Adormecidos
TB4591,2019-11-12,0,67.04732116095222,2078,1,1,1,111,Perdidos
TB4598,2022-08-08,0,18361.780569752005,1078,2,1,4,214,Adormecidos
TB4603,2021-09-03,0,25739.41572701542,1417,2,1,4,214,Adormecidos
TB4613,2021-04-29,0,35392.392888522765,1544,2,1,4,214,Adormecidos
TB4615,2025-01-10,222,13040.529505724448,192,5,5,4,554,Campeões
TB4628,2023-08-02,0,3860.658656260161,719,3,1,3,313,Potencial para Retenção
TB4649,2024-11-29,10,3229.697500051714,234,5,4,3,543,Clientes Leais
TB4652,2019-12-05,0,2841.151778964366,2055,1,1,3,113,Adormecidos
TB4659,2019-09-16,0,5012.423090208074,2135,1,1,3,113,Adormecidos
TB4663,2020-03-24,0,4859.621282598934,1945,1,1,3,113,Adormecidos
TB4666,2021-06-22,0,5610.203200211534,1490,2,1,3,213,Adormecidos
TB4670,2020-10-23,0,8816.514641725507,1732,2,1,3,213,Adormecidos
TB4671,2024-10-15,31,36998.25799535337,279,4,5,4,454,Campeões
TB4679,2020-04-07,0,3352.525804627591,1931,1,1,3,113,Adormecidos
TB4691,2023-07-03,0,21586.849622841655,749,3,1,4,314,Potencial para Retenção
TB4698,2020-07-21,0,8551.06206822821,1826,1,1,3,113,Adormecidos
TB4702,2025-03-20,17,5312.750864429639,123,5,4,3,543,Clientes Leais
TB4721,2024-04-30,176,42176.62415130271,447,4,5,4,454,Campeões
TB4726,2017-05-15,0,512.9294528893613,2989,1,1,2,112,Perdidos
TB4727,2021-08-30,0,29363.32154402908,1421,2,1,4,214,Adormecidos
TB4732,2023-06-30,0,16268.94903313631,752,3,1,4,314,Potencial para Retenção
TB4733,2024-09-27,74,22622.00746111821,297,4,5,4,454,Campeões
TB4737,2024-11-27,11,3355.5693973619677,236,5,4,3,543,Clientes Leais
TB4748,2024-08-15,7,1018.8048331153537,340,4,4,2,442,Clientes Leais
TB4764,2020-02-05,0,2817.9464862934447,1993,1,1,3,113,Adormecidos
TB4779,2024-04-30,23,17903.59795136506,447,4,4,4,444,Campeões
TB4788,2015-08-05,0,728.473831714712,3638,1,1,2,112,Perdidos
TB4798,2019-11-22,0,3052.3451654139126,2068,1,1,3,113,Adormecidos
TB4804,2025-01-15,12,13535.008228626,187,5,4,4,544,Campeões
TB4808,2024-12-04,17,14978.381636614406,229,5,4,4,544,Campeões
TB4814,2022-12-24,0,19394.083988875736,940,3,1,4,314,Potencial para Retenção
TB4815,2025-02-27,10,10783.209438016771,144,5,4,3,543,Clientes Leais
TB4817,2024-11-25,32,27027.019404092916,238,5,5,4,554,Campeões
TB4835,2022-04-06,0,9726.01077556022,1202,2,1,3,213,Adormecidos
TB4846,2023-12-22,0,6430.5817617037055,577,3,1,3,313,Potencial para Retenção
TB4848,2020-08-19,0,2009.2294251398816,1797,1,1,2,112,Perdidos
TB4850,2024-10-31,45,24570.90732917106,263,4,5,4,454,Campeões
TB4852,2023-06-29,0,25774.82481762541,753,3,1,4,314,Potencial para Retenção
TB4864,2021-11-16,0,825.9024300736199,1343,2,1,2,212,Perdidos
TB4880,2024-03-06,29,41934.90235264736,502,3,4,4,344,Potencial para Retenção
TB4886,2020-01-27,0,655.8479918265292,2002,1,1,2,112,Perdidos
TB4892,2024-08-30,16,13638.154073005278,325,4,4,4,444,Campeões
TB4894,2024-05-31,25,14281.60488945383,416,4,4,4,444,Campeões
TB4901,2022-03-03,0,1356.3829874740466,1236,2,1,2,212,Perdidos
TB4903,2022-11-23,0,7143.757756456563,971,3,1,3,313,Potencial para Retenção
TB4910,2018-07-31,0,1813.0648287806414,2547,1,1,2,112,Perdidos
TB4912,2024-10-29,48,16626.760353006794,265,4,5,4,454,Campeões
TB4921,2016-07-20,0,691.0510934254901,3288,1,1,2,112,Perdidos
TB4922,2018-04-26,0,3513.83201569204,2643,1,1,3,113,Adormecidos
TB4951,2023-06-28,0,19715.956532107895,754,3,1,4,314,Potencial para Retenção
TB4967,2023-12-12,0,24565.2153062949,587,3,1,4,314,Potencial para Retenção
TB4979,2019-11-29,0,436.9447309642116,2061,1,1,2,112,Perdidos
TB4988,2024-07-15,154,84093.69374099535,371,4,5,5,455,Campeões
TB4992,2015-10-15,0,307.188469446001,3567,1,1,2,112,Perdidos
TB5023,2023-12-21,0,212091.73815750534,578,3,1,5,315,Potencial para Retenção
TB5041,2023-04-03,0,6423.367942460352,840,3,1,3,313,Potencial para Retenção
TB5056,2022-01-31,0,15514.037142434747,1267,2,1,4,214,Adormecidos
TB5078,2022-12-19,0,389.48318128039784,945,3,1,2,312,Potencial para Retenção
TB5118,2023-07-11,0,7603.378094063329,741,3,1,3,313,Potencial para Retenção
TB5129,2023-06-30,0,9368.115378542361,752,3,1,3,313,Potencial para Retenção
TB5148,2024-05-22,13,7161.094464241856,425,4,4,3,443,Clientes Leais
TB5152,2023-03-15,0,20580.74884669211,859,3,1,4,314,Potencial para Retenção
TB5155,2023-03-13,0,15110.101099523446,861,3,1,4,314,Potencial para Retenção
TB5204,2018-08-06,0,2795.9687199739647,2541,1,1,3,113,Adormecidos
TB5225,2025-03-18,236,97122.90225882796,125,5,5,5,555,Campeões
TB5237,2023-09-18,0,2675.023743498906,672,3,1,3,313,Potencial para Retenção
TB5243,2015-10-05,0,102.683420068808,3577,1,1,1,111,Perdidos
TB5304,2019-11-19,0,6984.179330770323,2071,1,1,3,113,Adormecidos
TB5330,2023-10-17,0,192.70482174544205,643,3,1,1,311,Potencial para Retenção
TB5353,2024-05-13,16,32324.26223869231,434,4,4,4,444,Campeões
TB5367,2024-08-30,10,14096.462807113277,325,4,4,4,444,Campeões
TB5383,2024-08-21,46,27505.645380860056,334,4,5,4,454,Campeões
TB5391,2023-03-03,0,28126.689637537587,871,3,1,4,314,Potencial para Retenção
TB5398,2023-12-21,0,4085.9770034659255,578,3,1,3,313,Potencial para Retenção
TB5414,2021-04-19,0,223.0566719418224,1554,2,1,2,212,Perdidos
TB5440,2023-06-30,0,604.5104856494938,752,3,1,2,312,Potencial para Retenção
TB5461,2018-10-31,0,2004.319319734153,2455,1,1,2,112,Perdidos
TB5466,2019-12-11,0,4548.985650111231,2049,1,1,3,113,Adormecidos
TB5497,2020-12-22,0,5221.518751831039,1672,2,1,3,213,Adormecidos
TB5512,2021-05-06,0,8291.032470735538,1537,2,1,3,213,Adormecidos
TB5517,2022-06-17,0,1474.5323987994311,1130,2,1,2,212,Perdidos
TB5520,2024-07-22,644,57790.599594945015,364,4,5,5,455,Campeões
TB5558,2024-11-26,76,33809.23701919366,237,5,5,4,554,Campeões
TB5559,2025-02-21,228,48919.89723174702,150,5,5,5,555,Campeões
TB5560,2020-08-06,0,4656.331148001069,1810,1,1,3,113,Adormecidos
TB5562,2022-12-26,0,6497.587044290969,938,3,1,3,313,Potencial para Retenção
TB5585,2024-11-22,665,134932.10535973994,241,4,5,5,455,Campeões
TB5599,2019-11-20,0,2474.2264963202174,2070,1,1,3,113,Adormecidos
TB5656,2019-06-28,0,224.48177958954722,2215,1,1,2,112,Perdidos
TB5665,2023-12-19,0,70201.92936069818,580,3,1,5,315,Potencial para Retenção
TB5687,2020-06-17,0,841.7719916375169,1860,1,1,2,112,Perdidos
TB5707,2024-12-17,372,97563.17644482756,216,5,5,5,555,Campeões
TB5728,2024-08-28,10,2354.353503473994,327,4,4,3,443,Clientes Leais
TB5732,2023-11-06,0,1035.0821688439385,623,3,1,2,312,Potencial para Retenção
TB5735,2024-07-31,5,1662.861005024868,355,4,4,2,442,Clientes Leais
TB5739,2024-10-17,17,11213.64239391809,277,4,4,3,443,Clientes Leais
TB5740,2020-09-30,0,31278.081886397078,1755,2,1,4,214,Adormecidos
TB5745,2024-02-08,0,3512.364869470637,529,3,1,3,313,Potencial para Retenção
TB5748,2019-10-25,0,241.73861408485786,2096,1,1,2,112,Perdidos
TB5773,2024-01-31,0,6767.768957327186,537,3,1,3,313,Potencial para Retenção
TB5781,2018-08-06,0,3025.688505843933,2541,1,1,3,113,Adormecidos
TB5783,2025-02-19,82,45270.658970234246,152,5,5,4,554,Campeões
TB5811,2023-05-11,0,1067.140785131695,802,3,1,2,312,Potencial para Retenção
TB5814,2023-06-22,0,167.40600810530063,760,3,1,1,311,Potencial para Retenção
TB5821,2019-12-20,0,852.8996020904004,2040,1,1,2,112,Perdidos
TB5887,2016-08-05,0,803.479054873135,3272,1,1,2,112,Perdidos
TB5891,2023-12-06,0,26723.286505403354,593,3,1,4,314,Potencial para Retenção
TB5912,2016-06-15,0,642.2443093839411,3323,1,1,2,112,Perdidos
TB5934,2024-01-19,0,20627.378032617107,549,3,1,4,314,Potencial para Retenção
TB5965,2023-02-08,0,20413.855709185736,894,3,1,4,314,Potencial para Retenção
TB6029,2022-04-01,0,2595.184084367374,1207,2,1,3,213,Adormecidos
TB6036,2016-10-05,0,231.254193809266,3211,1,1,2,112,Perdidos
TB6054,2022-09-21,0,11494.111145933584,1034,2,1,3,213,Adormecidos
TB6074,2024-10-01,6,440.08080856068005,293,4,4,2,442,Clientes Leais
TB6121,2017-06-06,0,3468.4723946921918,2967,1,1,3,113,Adormecidos
TB6134,2019-02-14,0,431.6688899674729,2349,1,1,2,112,Perdidos
TB6139,2018-07-03,0,2963.7614829571066,2575,1,1,3,113,Adormecidos
TB6143,2016-09-28,0,369.3172774864867,3218,1,1,2,112,Perdidos
TB6166,2020-07-31,0,585.0214028918172,1816,1,1,2,112,Perdidos
TB6173,2023-07-12,0,8300.856885404364,740,3,1,3,313,Potencial para Retenção
TB6189,2022-12-16,0,37923.434517170426,948,3,1,4,314,Potencial para Retenção
TB6218,2024-07-26,3,1688.441477108662,360,4,4,2,442,Clientes Leais
TB6225,2023-05-29,0,9823.847148083812,784,3,1,3,313,Potencial para Retenção
TB6240,2019-06-05,0,88.02456942687184,2238,1,1,1,111,Perdidos
TB6273,2019-05-08,0,314.3644539730396,2266,1,1,2,112,Perdidos
TB6275,2024-03-26,8,825.9696917915059,482,4,4,2,442,Clientes Leais
TB6291,2023-07-10,0,450.5820442657432,742,3,1,2,312,Potencial para Retenção
TB6365,2023-03-30,0,4330.212708827325,844,3,1,3,313,Potencial para Retenção
TB6386,2021-10-20,0,18474.56165521856,1370,2,1,4,214,Adormecidos
TB6410,2017-02-10,0,979.5828438726621,3083,1,1,2,112,Perdidos
TB6412,2023-11-07,0,3077.6355713393164,622,3,1,3,313,Potencial para Retenção
TB6427,2023-06-30,0,54418.25680668509,752,3,1,5,315,Potencial para Retenção
TB6431,2024-12-13,51,44958.03070935419,220,5,5,4,554,Campeões
TB6496,2019-01-02,0,805.5431488407846,2392,1,1,2,112,Perdidos
TB6500,2020-03-10,0,181.21567955891686,1959,1,1,1,111,Perdidos
TB6503,2024-09-12,6,2751.9963719055204,312,4,4,3,443,Clientes Leais
TB6504,2011-02-20,0,586.576830117948,5265,1,1,2,112,Perdidos
TB6548,2024-10-31,41,50015.271122961676,263,4,5,5,455,Campeões
TB6563,2023-03-30,0,2187.094630376565,844,3,1,3,313,Potencial para Retenção
TB6566,2023-03-30,0,2187.094630376565,844,3,1,3,313,Potencial para Retenção
TB6575,2024-08-29,24,45103.000730686894,326,4,4,4,444,Campeões
TB6588,2021-06-15,0,2989.863233354526,1497,2,1,3,213,Adormecidos
TB6594,2024-12-20,135,45211.741909222896,213,5,5,4,554,Campeões
TB6627,2024-09-10,63,11658.128845000354,314,4,5,3,453,Clientes Leais
TB6654,2025-03-18,960,212008.31681189622,125,5,5,5,555,Campeões
TB6660,2017-05-12,0,302.013521026091,2992,1,1,2,112,Perdidos
TB6662,2019-06-21,0,7111.173657997815,2222,1,1,3,113,Adormecidos
TB6670,2020-11-19,0,10076.704964906816,1705,2,1,3,213,Adormecidos
TB6685,2024-10-08,38,22622.188226985036,286,4,5,4,454,Campeões
TB6687,2021-04-19,0,1252.316498331193,1554,2,1,2,212,Perdidos
TB6695,2021-11-29,0,1781.4560252312538,1330,2,1,2,212,Perdidos
TB6709,2024-09-11,32,36781.2885088803,313,4,5,4,454,Campeões
TC0199,2013-05-29,0,107.980280352387,4436,1,1,1,111,Perdidos
TC0226,2017-07-31,0,1287.9105586653698,2912,1,1,2,112,Perdidos
TC0231,2020-08-12,0,187.84095877075845,1804,1,1,1,111,Perdidos
TC0263,2024-08-22,34,128148.92506130188,333,4,5,5,455,Campeões
TC0264,2020-03-31,0,223.1239336597092,1938,1,1,2,112,Perdidos
TC0329,2016-09-06,0,91.23211259859451,3240,1,1,1,111,Perdidos
TC0358,2014-03-28,0,1283.231665414875,4133,1,1,2,112,Perdidos
TC0486,2011-07-04,0,222.325200759804,5131,1,1,2,112,Perdidos
TC0504,2022-08-03,0,215.79661026742488,1083,2,1,2,212,Perdidos
TC0896,2018-09-20,0,6787.56071781535,2496,1,1,3,113,Adormecidos
TC0975,2023-08-23,0,492.7761606675542,698,3,1,2,312,Potencial para Retenção
TC1076,2012-01-11,0,278.467715908373,4940,1,1,2,112,Perdidos
TC1252,2023-06-30,0,72.43666630662541,752,3,1,1,311,Potencial para Retenção
TC1303,2018-06-25,0,80.5585187414463,2583,1,1,1,111,Perdidos
TC1348,2018-08-30,0,8346.300583551585,2517,1,1,3,113,Adormecidos
TC1614,2023-06-30,0,788.6436422217469,752,3,1,2,312,Potencial para Retenção
TC1901,2022-04-19,0,211.10090158745848,1189,2,1,2,212,Perdidos
TC2130,2019-12-10,0,326.7742409231389,2050,1,1,2,112,Perdidos
TC2138,2013-10-10,0,173.694978727709,4302,1,1,1,111,Perdidos
TC2177,2023-04-17,0,192.4904250196774,826,3,1,1,311,Potencial para Retenção
TC2394,2022-01-05,0,304.22475000161717,1293,2,1,2,212,Perdidos
TC2447,2019-04-08,0,191.199840807727,2296,1,1,1,111,Perdidos
TC2537,2011-03-23,0,254.08113931707,5234,1,1,2,112,Perdidos
TC2565,2021-09-29,0,101.35920499791338,1391,2,1,1,211,Perdidos
TC2585,2022-12-12,0,227.1175981592333,952,3,1,2,312,Potencial para Retenção
TC2674,2017-07-19,0,84.43447523466833,2924,1,1,1,111,Perdidos
TC2735,2021-07-29,0,176.8646871831204,1453,2,1,1,211,Perdidos
TC2775,2019-08-30,0,353.691539649929,2152,1,1,2,112,Perdidos
TC2857,2023-08-23,0,485.2092174052988,698,3,1,2,312,Potencial para Retenção
TC3143,2020-08-12,0,199.48984753726415,1804,1,1,1,111,Perdidos
TC3240,2015-11-30,0,98.4207086977375,3521,1,1,1,111,Perdidos
TC3375,2020-08-12,0,185.86514580783629,1804,1,1,1,111,Perdidos
TC3530,2011-09-14,0,263.51879910805,5059,1,1,2,112,Perdidos
TC3698,2025-03-13,21780,21834.116309365316,130,5,5,4,554,Campeões
TC3843,2019-02-01,0,2150.8699914372023,2362,1,1,2,112,Perdidos
TC3959,2017-11-06,0,310.6860787761099,2814,1,1,2,112,Perdidos
TC4332,2019-04-08,0,150.943702652527,2296,1,1,1,111,Perdidos
TC4388,2025-02-24,30,6720.017341484987,147,5,4,3,543,Clientes Leais
TC4460,2016-04-18,0,144.373073586468,3381,1,1,1,111,Perdidos
TC4760,2011-09-24,0,85.6704093008368,5049,1,1,1,111,Perdidos
TC5093,2025-02-05,51,458.4474614011215,166,5,5,2,552,Clientes Leais
TC5177,2021-10-28,0,192.91081075646952,1362,2,1,1,211,Perdidos
TC5532,2014-02-14,0,136.574918168977,4175,1,1,1,111,Perdidos
TC5681,2024-04-08,2,224.3346445816702,469,4,4,2,442,Clientes Leais
TC5793,2020-07-10,0,972.902914515038,1837,1,1,2,112,Perdidos
TC6070,2013-11-19,0,164.240503507257,4262,1,1,1,111,Perdidos
TC6175,2013-09-18,0,127.376878247969,4324,1,1,1,111,Perdidos
TC6234,2013-10-16,0,147.378831604531,4296,1,1,1,111,Perdidos
TC6783,2020-08-13,0,286.69886863476,1803,1,1,2,112,Perdidos
TC7207,2022-05-03,0,109.132137271197,1175,2,1,1,211,Perdidos
TC7343,2024-08-26,2,247.1615900894742,329,4,4,2,442,Clientes Leais
TC7591,2019-02-01,0,153.974683814797,2362,1,1,1,111,Perdidos
TC7605,2016-07-27,0,88.97464119202172,3281,1,1,1,111,Perdidos
TC7801,2024-12-26,51,6505.784566158425,207,5,5,3,553,Clientes Leais
TC7805,2014-02-14,0,117.064816124462,4175,1,1,1,111,Perdidos
TC7935,2020-11-26,0,215.0651390854069,1698,2,1,2,212,Perdidos
TC8325,2024-07-17,4,365.4959711390474,369,4,4,2,442,Clientes Leais
TC8400,2013-11-14,0,127.149869950101,4267,1,1,1,111,Perdidos
TC8493,2021-09-22,0,212.71938667410728,1398,2,1,2,212,Perdidos
TC8613,2011-05-14,0,238.060238887928,5182,1,1,2,112,Perdidos
TC8962,2016-02-29,0,248.296631578813,3430,1,1,2,112,Perdidos
TC9008,2024-08-16,2,204.2654295072212,339,4,4,2,442,Clientes Leais
TC9218,2019-04-08,0,244.937749541845,2296,1,1,2,112,Perdidos
TC9518,2022-03-25,0,199.14092737572662,1214,2,1,1,211,Perdidos
TCA083,2022-04-29,0,168.7470386056675,1179,2,1,1,211,Perdidos
TCA219,2020-05-26,0,195.52981389668417,1882,1,1,1,111,Perdidos
TCA225,2017-11-06,0,352.0688507059119,2814,1,1,2,112,Perdidos
TCA303,2019-02-01,0,86.33041490760009,2362,1,1,1,111,Perdidos
TCA468,2014-02-05,0,136.574918168977,4184,1,1,1,111,Perdidos
TCA498,2013-08-26,0,240.061274995058,4347,1,1,2,112,Perdidos
TCA523,2025-02-17,25,1100.2587734761667,154,5,4,2,542,Clientes Leais
TCA959,2017-09-18,0,315.2388563055668,2863,1,1,2,112,Perdidos
TCAAC5,2017-05-16,0,264.3553667242659,2988,1,1,2,112,Perdidos
TCAALL,2018-03-28,0,292.7398116724604,2672,1,1,2,112,Perdidos
TCAAT5,2024-08-26,2,262.3291074729292,329,4,4,2,442,Clientes Leais
TCAATF,2013-06-26,0,117.598706010187,4408,1,1,1,111,Perdidos
TCAAUX,2019-09-25,0,154.50857370052287,2126,1,1,1,111,Perdidos
TCABD7,2017-08-14,0,371.54532189148404,2898,1,1,2,112,Perdidos
TCABE5,2017-04-17,0,317.5930164316021,3017,1,1,2,112,Perdidos
TCABJ7,2020-12-07,0,17243.7184603227,1687,2,1,4,214,Adormecidos
TCABN5,2014-03-20,0,185.528837218403,4141,1,1,1,111,Perdidos
TCABR7,2022-08-24,0,270.3248441867126,1062,2,1,2,212,Perdidos
TCABVH,2014-09-26,0,147.614247617134,3951,1,1,1,111,Perdidos
TCABXN,2017-04-12,0,316.6345369517161,3022,1,1,2,112,Perdidos
TCAC14,2025-01-15,300,3411.955736237871,187,5,5,3,553,Clientes Leais
TCAC17,2018-01-11,0,549.6543508555088,2748,1,1,2,112,Perdidos
TCACIJ,2013-12-23,0,124.055830927312,4228,1,1,1,111,Perdidos
TCACR1,2014-02-10,0,89.4959195056438,4179,1,1,1,111,Perdidos
TCADJM,2024-02-01,0,202.62592513373278,536,3,1,1,311,Potencial para Retenção
TCADJO,2022-04-20,0,207.1450718042465,1188,2,1,2,212,Perdidos
TCADST,2023-06-28,0,239.367638529351,754,3,1,2,312,Potencial para Retenção
TCAE51,2021-09-28,0,288.3678000098242,1392,2,1,2,212,Perdidos
TCAENG,2014-09-02,0,142.704142211404,3975,1,1,1,111,Perdidos
TCAEUB,2021-03-30,0,1588.730184198972,1574,2,1,2,212,Perdidos
TCAEY2,2017-06-23,0,173.926190882944,2950,1,1,1,111,Perdidos
TCAFB4,2018-08-16,0,153.138116198581,2531,1,1,1,111,Perdidos
TCAFJN,2019-01-31,0,283.9033034850928,2363,1,1,2,112,Perdidos
TCAFRH,2017-05-16,0,324.33600364974563,2988,1,1,2,112,Perdidos
TCAG13,2019-12-06,0,179.9419107764375,2054,1,1,1,111,Perdidos
TCAG77,2015-06-29,0,172.307705796295,3675,1,1,1,111,Perdidos
TCAGBP,2015-03-06,0,88.97043733465375,3790,1,1,1,111,Perdidos
TCAGBS,2024-10-30,287,1473.7210543274232,264,4,5,2,452,Clientes Leais
TCAGS6,2018-02-06,0,238.652982776805,2722,1,1,2,112,Perdidos
TCAGYB,2022-02-23,0,195.91656877453272,1244,2,1,1,211,Perdidos
TCAGZU,2015-06-26,0,156.396105658719,3678,1,1,1,111,Perdidos
TCAH56,2024-02-01,0,214.4639874817941,536,3,1,2,312,Potencial para Retenção
TCAHDY,2020-08-12,0,185.65495293944014,1804,1,1,1,111,Perdidos
TCAHOI,2020-08-12,0,199.48984753726415,1804,1,1,1,111,Perdidos
TCAI25,2016-09-19,0,102.88100136510022,3227,1,1,1,111,Perdidos
TCAIAG,2020-08-12,0,187.84095877075845,1804,1,1,1,111,Perdidos
TCAICQ,2023-09-04,0,125.27494956400888,686,3,1,1,311,Potencial para Retenção
TCAIF7,2015-10-16,0,213.349965279296,3566,1,1,2,112,Perdidos
TCAIH6,2021-06-24,0,285.2947802738744,1488,2,1,2,212,Perdidos
TCAII5,2017-08-01,0,0.00420385736791976,2911,1,1,1,111,Perdidos
TCAIR0,2016-12-12,0,261.1814544114865,3143,1,1,2,112,Perdidos
TCAISI,2015-07-30,0,102.72545864248721,3644,1,1,1,111,Perdidos
TCAIVC,2024-07-29,90,4659.000597429698,357,4,5,3,453,Clientes Leais
TCAJ89,2016-09-20,0,91.23211259859451,3226,1,1,1,111,Perdidos
TCAJGK,2022-01-27,0,240.2084100029346,1271,2,1,2,212,Perdidos
TCAJID,2024-01-10,0,13467.969315179787,558,3,1,4,314,Potencial para Retenção
TCAJLC,2015-12-17,0,123.31174817319,3504,1,1,1,111,Perdidos
TCAJZX,2016-05-31,0,113.962369386937,3338,1,1,1,111,Perdidos
TCAKDA,2025-01-16,24,189877.19377562962,186,5,4,5,545,Campeões
TCAKKD,2015-08-24,0,102.88100136510022,3619,1,1,1,111,Perdidos
TCAKMJ,2022-07-20,0,135.92332027694948,1097,2,1,1,211,Perdidos
TCAKOH,2016-09-23,0,91.23211259859451,3223,1,1,1,111,Perdidos
TCAL80,2024-12-26,13,4151.624440123357,207,5,4,3,543,Clientes Leais
TCALF3,2019-04-15,0,0.00420385736791976,2289,1,1,1,111,Perdidos
TCALKI,2023-03-09,0,5309.698863980532,865,3,1,3,313,Potencial para Retenção
TCALSH,2021-03-15,0,170.6724052801743,1589,2,1,1,211,Perdidos
TCALYY,2018-06-26,0,350.29482289664986,2582,1,1,2,112,Perdidos
TCAMFE,2022-06-30,0,806.5226476075094,1117,2,1,2,212,Perdidos
TCAMPE,2017-07-03,0,1283.2779078459214,2940,1,1,2,112,Perdidos
TCAMQG,2016-06-01,0,95.4653969680898,3337,1,1,1,111,Perdidos
TCAMSQ,2018-07-11,0,2439.6329540396096,2567,1,1,3,113,Adormecidos
TCAMYE,2024-06-28,27,397.03751297054947,388,4,4,2,442,Clientes Leais
