CD_CLIENTE,DATA_RECENTE,FREQUENCIA,MONETARIO,RECENCIA,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,SEGMENTO_RFM
TFBXGS,2011-07-12,0,2119.5428463314684,5123,1,3,2,132,Potencial para Retenção
TFBXGX,2023-07-31,0,573.1959521158597,721,3,3,2,332,Potencial para Retenção
TFBXHH,2024-10-27,13,897.4058400445666,267,4,4,2,442,Clientes Leais
TFBXHM,2017-08-07,0,3716.184690096865,2905,1,3,3,133,Potencial para Retenção
TFBXHN,2019-11-29,0,1062.007875285464,2061,1,3,2,132,Potencial para Retenção
TFBXI2,2017-04-24,0,351.173429086545,3010,1,3,2,132,Potencial para Retenção
TFBXI9,2023-01-23,0,3434.198345571543,910,3,3,3,333,Potencial para Retenção
TFBXIC,2022-02-18,0,8320.278706444156,1249,2,3,3,233,Potencial para Retenção
TFBXIJ,2023-06-30,0,208.5533640224995,752,3,3,2,332,Potencial para Retenção
TFBXIN,2020-12-16,0,261.168842839383,1678,2,3,2,232,Potencial para Retenção
TFBXIY,2018-03-01,0,2590.53882197583,2699,1,3,3,133,Potencial para Retenção
TFBXIZ,2025-01-02,25,6487.960210918447,200,5,4,3,543,Clientes Leais
TFBXJA,2021-08-24,0,51.455214183337795,1427,2,3,1,231,Potencial para Retenção
TFBXJK,2021-08-13,0,14798.788645999528,1438,2,3,4,234,Potencial para Retenção
TFBXJW,2024-10-10,54,17962.977436686935,284,4,5,4,454,Campeões
TFBXJX,2021-02-03,0,1840.553852109469,1629,2,3,2,232,Potencial para Retenção
TFBXKA,2021-08-30,0,1114.8251392560092,1421,2,3,2,232,Potencial para Retenção
TFBXL1,2021-01-14,0,3076.508937564716,1649,2,3,3,233,Potencial para Retenção
TFBXL4,2024-06-25,9,725.1275612498473,391,4,4,2,442,Clientes Leais
TFBXL6,2024-12-31,8,805.3918099755388,202,5,4,2,542,Clientes Leais
TFBXL8,2024-12-31,7,3506.382780436084,202,5,4,3,543,Clientes Leais
TFBXL9,2017-08-10,0,80.81915789825743,2902,1,3,1,131,Potencial para Retenção
TFBXLA,2024-05-17,10,560.2985177110814,430,4,4,2,442,Clientes Leais
TFBXLI,2017-01-04,0,72.78138261079482,3120,1,3,1,131,Potencial para Retenção
TFBXLM,2023-10-27,0,604.1531577732209,633,3,3,2,332,Potencial para Retenção
TFBXLX,2023-11-09,0,3518.729509525674,620,3,3,3,333,Potencial para Retenção
TFBXMI,2024-04-24,75,2695.105570145459,453,4,5,3,453,Clientes Leais
TFBXMJ,2020-11-27,0,24313.479919389138,1697,2,3,4,234,Potencial para Retenção
TFBXMV,2018-09-13,0,1112.2818055484177,2503,1,3,2,132,Potencial para Retenção
TFBXNH,2021-08-31,0,805.5347411260484,1420,2,3,2,232,Potencial para Retenção
TFBXNQ,2024-12-11,68,1284.5306573415621,222,5,5,2,552,Clientes Leais
TFBXPD,2022-08-12,0,3464.6594960594853,1074,2,3,3,233,Potencial para Retenção
TFBXPF,2024-07-05,27,3043.205979496057,381,4,4,3,443,Clientes Leais
TFBXQE,2017-06-08,0,143.3094976723846,2965,1,3,1,131,Potencial para Retenção
TFBXRM,2024-09-25,62,5084.527651782637,299,4,5,3,453,Clientes Leais
TFBXSO,2021-04-15,0,1816.680146117052,1558,2,3,2,232,Potencial para Retenção
TFBXSS,2025-03-24,24,3763.894267365377,119,5,4,3,543,Clientes Leais
TFBXUB,2013-06-04,0,2.001036107129806,4430,1,3,1,131,Potencial para Retenção
TFBXVJ,2022-04-12,0,2285.939928668466,1196,2,3,3,233,Potencial para Retenção
TFBXVW,2017-03-20,0,110.94399979676993,3045,1,3,1,131,Potencial para Retenção
TFBXW2,2017-09-26,0,116.42582980453793,2855,1,3,1,131,Potencial para Retenção
TFBXW6,2016-06-28,0,116.42582980453793,3310,1,3,1,131,Potencial para Retenção
TFBXWR,2024-06-14,134,11147.78896824962,402,4,5,3,453,Clientes Leais
TFBXX1,2024-06-14,31,6262.881483582644,402,4,5,3,453,Clientes Leais
TFBXX2,2024-10-16,96,11047.779201466807,278,4,5,3,453,Clientes Leais
TFBXX4,2024-08-29,49,6004.478778891357,326,4,5,3,453,Clientes Leais
TFBXXB,2024-05-22,29,4012.325422379966,425,4,4,3,443,Clientes Leais
TFBXY4,2024-01-26,0,8875.704953465827,542,3,3,3,333,Potencial para Retenção
TFBXYN,2021-03-23,0,3767.017733389746,1581,2,3,3,233,Potencial para Retenção
TFBXYW,2023-09-05,0,7118.467350531151,685,3,3,3,333,Potencial para Retenção
TFBXYX,2021-03-19,0,265.2970307746798,1585,2,3,2,232,Potencial para Retenção
TFBXZ3,2024-01-04,0,2919.8521927491884,564,3,3,3,333,Potencial para Retenção
TFBY24,2022-02-21,0,361.23746362534456,1246,2,3,2,232,Potencial para Retenção
TFBY32,2024-09-06,40,2597.1893243318723,318,4,5,3,453,Clientes Leais
TFBY54,2025-02-25,78,3708.8363474177386,146,5,5,3,553,Clientes Leais
TFBY63,2021-05-25,0,2289.635119294865,1518,2,3,3,233,Potencial para Retenção
TFBYAZ,2023-08-30,0,17197.660998999774,691,3,3,4,334,Potencial para Retenção
TFBYCB,2025-01-27,48,1980.1765668701878,175,5,5,2,552,Clientes Leais
TFBYDV,2024-07-31,58,7356.304784978586,355,4,5,3,453,Clientes Leais
TFBYEP,2025-02-24,70,6037.521097803206,147,5,5,3,553,Clientes Leais
TFBYF1,2024-06-27,23,1884.093202869014,389,4,4,2,442,Clientes Leais
TFBYFG,2025-02-21,35,8074.870124877102,150,5,5,3,553,Clientes Leais
TFBYFK,2020-02-04,0,8364.473858953103,1994,1,3,3,133,Potencial para Retenção
TFBYFY,2024-11-11,48,17015.175754515756,252,4,5,4,454,Campeões
TFBYFZ,2024-11-11,53,14858.727244351317,252,4,5,4,454,Campeões
TFBYGC,2021-06-18,0,680.9071855966992,1494,2,3,2,232,Potencial para Retenção
TFBYGE,2024-02-28,0,3643.5042000629005,509,3,3,3,333,Potencial para Retenção
TFBYGF,2021-05-31,0,14595.561569262174,1512,2,3,4,234,Potencial para Retenção
TFBYGN,2025-01-29,54,6586.759266779291,173,5,5,3,553,Clientes Leais
TFBYGQ,2024-12-18,36,10013.798443253256,215,5,5,3,553,Clientes Leais
TFBYGX,2024-12-18,26,18383.74152064204,215,5,4,4,544,Campeões
TFBYGY,2022-05-10,0,6881.31934869206,1168,2,3,3,233,Potencial para Retenção
TFBYGZ,2022-05-10,0,8645.505927855893,1168,2,3,3,233,Potencial para Retenção
TFBYHB,2024-09-19,32,2470.644809842753,305,4,5,3,453,Clientes Leais
TFBYIB,2023-09-25,0,20168.56903948235,665,3,3,4,334,Potencial para Retenção
TFBYIJ,2023-03-28,0,5071.319131932631,846,3,3,3,333,Potencial para Retenção
TFBYIU,2017-03-30,0,3457.639054255057,3035,1,3,3,133,Potencial para Retenção
TFBYIW,2021-04-08,0,6742.016127091297,1565,2,3,3,233,Potencial para Retenção
TFBYIZ,2024-05-27,11,3091.4242235060938,420,4,4,3,443,Clientes Leais
TFBYJI,2022-08-09,0,4327.669375119729,1077,2,3,3,233,Potencial para Retenção
TFBYJP,2025-02-25,51,2381.426344923394,146,5,5,3,553,Clientes Leais
TFBYL3,2023-02-28,0,10042.548623792467,874,3,3,3,333,Potencial para Retenção
TFBYLD,2023-04-25,0,1432.9394340012327,818,3,3,2,332,Potencial para Retenção
TFBYLI,2024-10-18,2,189.70747144211498,276,4,4,1,441,Clientes Leais
TFBYLO,2022-03-26,0,1985.801328028467,1213,2,3,2,232,Potencial para Retenção
TFBYMR,2019-05-14,0,41586.78512786724,2260,1,3,4,134,Potencial para Retenção
TFBYN7,2024-04-30,112,771174.365794349,447,4,5,5,455,Campeões
TFBYNF,2021-03-05,0,1408.4309455462608,1599,2,3,2,232,Potencial para Retenção
TFBYNZ,2025-01-27,180,286932.6157159881,175,5,5,5,555,Campeões
TFBYR1,2024-12-24,22,28657.800773543197,209,5,4,4,544,Campeões
TFBYS0,2023-06-22,0,232.14120771389702,760,3,3,2,332,Potencial para Retenção
TFBYS3,2022-03-14,0,369.4433932075243,1225,2,3,2,232,Potencial para Retenção
TFBYS9,2024-03-28,46,379717.5533530022,480,4,5,5,455,Campeões
TFBYTL,2022-04-10,0,9427.507475436343,1198,2,3,3,233,Potencial para Retenção
TFBYUA,2020-08-28,0,65691.42161707551,1788,2,3,5,235,Potencial para Retenção
TFBYV8,2021-12-06,0,3445.616022182812,1323,2,3,3,233,Potencial para Retenção
TFBYYH,2023-07-27,0,7789.272666872741,725,3,3,3,333,Potencial para Retenção
TFBYYI,2022-01-31,0,367.782869547196,1267,2,3,2,232,Potencial para Retenção
TFBYYP,2022-01-31,0,367.782869547196,1267,2,3,2,232,Potencial para Retenção
TFBYZ2,2021-10-18,0,146.0798396778437,1372,2,3,1,231,Potencial para Retenção
TFBYZE,2021-02-26,0,25655.460491520684,1606,2,3,4,234,Potencial para Retenção
TFBYZG,2022-06-15,0,4510.213473606909,1132,2,3,3,233,Potencial para Retenção
TFBZ38,2023-08-16,0,26846.78742715806,705,3,3,4,334,Potencial para Retenção
TFBZ49,2024-03-13,15,539.1531151504452,495,3,4,2,342,Potencial para Retenção
TFBZ62,2025-02-17,123,359750.5508665968,154,5,5,5,555,Campeões
TFBZAA,2023-09-06,0,50736.59839715095,684,3,3,5,335,Potencial para Retenção
TFBZBB,2020-01-23,0,21406.638665193695,2006,1,3,4,134,Potencial para Retenção
TFBZBR,2024-09-30,26,49295.65902257856,294,4,4,5,445,Campeões
TFBZBU,2025-01-31,12,147851.5805886977,171,5,4,5,545,Campeões
TFBZDC,2018-07-30,0,484.284368784357,2548,1,3,2,132,Potencial para Retenção
TFBZFW,2024-05-08,19,1186.62281924271,439,4,4,2,442,Clientes Leais
TFBZGS,2025-03-07,220,51239.615154366766,136,5,5,5,555,Campeões
TFBZGV,2025-01-16,58,139041.96868077034,186,5,5,5,555,Campeões
TFBZHU,2023-03-31,0,28271.655455012937,843,3,3,4,334,Potencial para Retenção
TFBZI2,2024-06-28,27,1112.6265218525873,388,4,4,2,442,Clientes Leais
TFBZKC,2024-10-10,62,26963.70931213204,284,4,5,4,454,Campeões
TFBZKZ,2024-11-01,72,3491.353990345776,262,4,5,3,453,Clientes Leais
TFBZL4,2023-08-28,0,257.9949305266039,693,3,3,2,332,Potencial para Retenção
TFBZLA,2024-12-31,27,1759.6169862049082,202,5,4,2,542,Clientes Leais
TFBZLB,2018-06-19,0,30300.222624045287,2589,1,3,4,134,Potencial para Retenção
TFBZLC,2019-11-29,0,4442.97277500703,2061,1,3,3,133,Potencial para Retenção
TFBZMO,2024-05-27,17,16655.325563821814,420,4,4,4,444,Campeões
TFBZNE,2024-12-03,1923,1794817.2922387212,230,5,5,5,555,Campeões
TFBZO6,2024-01-09,0,12755.545810895794,559,3,3,4,334,Potencial para Retenção
TFBZOR,2021-04-27,0,19691.427024366094,1546,2,3,4,234,Potencial para Retenção
TFBZPK,2022-11-17,0,170449.40746223563,977,3,3,5,335,Potencial para Retenção
TFBZQ5,2024-07-26,30,54837.62941385136,360,4,4,5,445,Campeões
TFBZRV,2022-04-04,0,11030.434085966768,1204,2,3,3,233,Potencial para Retenção
TFBZRY,2023-08-25,0,7124.058480830481,696,3,3,3,333,Potencial para Retenção
TFBZSE,2022-07-29,0,2775.7397583195343,1088,2,3,3,233,Potencial para Retenção
TFBZSF,2021-01-29,0,69.7293821616851,1634,2,3,1,231,Potencial para Retenção
TFBZSP,2024-08-08,10,167723.51704458488,347,4,4,5,445,Campeões
TFBZT8,2021-11-29,0,16846.483366055847,1330,2,3,4,234,Potencial para Retenção
TFBZTD,2022-05-19,0,20552.133189588723,1159,2,3,4,234,Potencial para Retenção
TFBZTT,2023-06-13,0,2923.2320940729965,769,3,3,3,333,Potencial para Retenção
TFBZTU,2023-03-17,0,34899.238380692084,857,3,3,4,334,Potencial para Retenção
TFBZTX,2023-03-29,0,24697.540124664923,845,3,3,4,334,Potencial para Retenção
TFBZU1,2018-06-28,0,16521.260348501473,2580,1,3,4,134,Potencial para Retenção
TFBZUS,2024-08-30,14,43631.394216615576,325,4,4,4,444,Campeões
TFBZVR,2018-06-05,0,195.01273944042993,2603,1,3,1,131,Potencial para Retenção
TFBZW5,2020-07-22,0,25354.195257106094,1825,1,3,4,134,Potencial para Retenção
TFBZW9,2024-11-29,44,46526.26708888459,234,5,5,4,554,Campeões
TFBZWB,2025-02-25,15,33137.52787351795,146,5,4,4,544,Campeões
TFBZWP,2018-06-29,0,916.4535177786117,2579,1,3,2,132,Potencial para Retenção
TFBZWT,2023-06-20,0,61265.79395756856,762,3,3,5,335,Potencial para Retenção
TFBZXZ,2022-06-29,0,922.0404442205759,1118,2,3,2,232,Potencial para Retenção
TFBZYE,2024-09-11,8,1338.264362218312,313,4,4,2,442,Clientes Leais
TFBZZC,2025-03-04,456,196465.15114175918,139,5,5,5,555,Campeões
TFC025,2020-10-01,0,1495.0724458990858,1754,2,3,2,232,Potencial para Retenção
TFC071,2025-01-21,40,107792.64538262723,181,5,5,5,555,Campeões
TFC146,2021-08-24,0,11428.467913133512,1427,2,3,3,233,Potencial para Retenção
TFC237,2021-12-17,0,6838.683827266617,1312,2,3,3,233,Potencial para Retenção
TFC294,2023-01-19,0,382.3534391844055,914,3,3,2,332,Potencial para Retenção
TFC318,2024-12-09,104,82566.7434446752,224,5,5,5,555,Campeões
TFC340,2025-02-03,64,28027.718223524673,168,5,5,4,554,Campeões
TFC368,2018-09-28,0,5552.606150413662,2488,1,3,3,133,Potencial para Retenção
TFC407,2023-03-31,0,313.8473795167855,843,3,3,2,332,Potencial para Retenção
TFC440,2025-01-21,128,110638.69885928261,181,5,5,5,555,Campeões
TFC442,2018-07-30,0,15921.920607414559,2548,1,3,4,134,Potencial para Retenção
TFC452,2021-03-17,0,2443.2230482318155,1587,2,3,3,233,Potencial para Retenção
TFC462,2024-02-07,0,52941.63088691637,530,3,3,5,335,Potencial para Retenção
TFC468,2025-01-26,11,45516.21889066662,176,5,4,4,544,Campeões
TFC486,2022-08-25,0,11442.48777745553,1061,2,3,3,233,Potencial para Retenção
TFC490,2020-04-16,0,5542.252049716472,1922,1,3,3,133,Potencial para Retenção
TFC491,2024-06-28,31,746.4369142478322,388,4,5,2,452,Clientes Leais
TFC527,2023-12-12,0,205063.4981976619,587,3,3,5,335,Potencial para Retenção
TFC557,2019-04-03,0,4583.671677253941,2301,1,3,3,133,Potencial para Retenção
TFC566,2024-09-03,19,4694.695550340702,321,4,4,3,443,Clientes Leais
TFC572,2023-01-03,0,22627.62381456174,930,3,3,4,334,Potencial para Retenção
TFC609,2024-04-17,9,2209.7324023028195,460,4,4,3,443,Clientes Leais
TFC632,2018-10-31,0,1464.2918022511778,2455,1,3,2,132,Potencial para Retenção
TFC668,2024-02-07,0,1010.1280715079678,530,3,3,2,332,Potencial para Retenção
TFC753,2023-04-13,0,364.9915082548972,830,3,3,2,332,Potencial para Retenção
TFC765,2024-11-29,14,2032.2581558013453,234,5,4,2,542,Clientes Leais
TFC778,2023-02-11,0,315.915677341802,891,3,3,2,332,Potencial para Retenção
TFC791,2022-04-13,0,1373.9214804130077,1195,2,3,2,232,Potencial para Retenção
TFC793,2018-08-29,0,2755.548631381416,2518,1,3,3,133,Potencial para Retenção
TFC816,2023-12-27,0,38.6965070717014,572,3,3,1,331,Potencial para Retenção
TFC821,2023-02-11,0,1023.2987566416601,891,3,3,2,332,Potencial para Retenção
TFC829,2022-02-25,0,97966.28432783739,1242,2,3,5,235,Potencial para Retenção
TFC830,2018-08-23,0,3467.501303640195,2524,1,3,3,133,Potencial para Retenção
TFC835,2022-03-30,0,5982.139480838234,1209,2,3,3,233,Potencial para Retenção
TFC868,2024-10-02,30,18665.938058035747,292,4,5,4,454,Campeões
TFC881,2019-09-20,0,41.20200606298156,2131,1,3,1,131,Potencial para Retenção
TFCA40,2025-03-14,3880,154620.08942492167,129,5,5,5,555,Campeões
TFCA84,2022-04-04,0,704.3899328538988,1204,2,3,2,232,Potencial para Retenção
TFCAAC,2022-07-13,0,2757.7598603569377,1104,2,3,3,233,Potencial para Retenção
TFCAB2,2024-12-26,21,33141.75695403005,207,5,4,4,544,Campeões
TFCABC,2018-08-24,0,457.67395164542415,2523,1,3,2,132,Potencial para Retenção
TFCAC5,2022-08-18,0,2466.0962361706643,1068,2,3,3,233,Potencial para Retenção
TFCACG,2021-12-06,0,38375.99657825646,1323,2,3,4,234,Potencial para Retenção
TFCADA,2016-02-12,0,4846.412762748928,3447,1,3,3,133,Potencial para Retenção
TFCADC,2024-07-18,51,12144.964955207022,368,4,5,4,454,Campeões
TFCAFQ,2024-12-18,22,6015.299507756384,215,5,4,3,543,Clientes Leais
TFCAFR,2024-06-18,60,55428.88934107721,398,4,5,5,455,Campeões
TFCAHA,2023-12-21,0,2527.33803030652,578,3,3,3,333,Potencial para Retenção
TFCAHC,2024-06-28,8,7759.046932397401,388,4,4,3,443,Clientes Leais
TFCAHH,2021-02-25,0,5577.291200878091,1607,2,3,3,233,Potencial para Retenção
TFCAI9,2025-03-13,44,12940.675281664251,130,5,5,4,554,Campeões
TFCAJ0,2022-04-04,0,623.0831275009629,1204,2,3,2,232,Potencial para Retenção
TFCAM4,2025-01-31,9,27125.208900635433,171,5,4,4,544,Campeões
TFCANY,2025-01-15,104,106639.44322945946,187,5,5,5,555,Campeões
TFCAO3,2020-08-21,0,7867.632568210767,1795,1,3,3,133,Potencial para Retenção
TFCAO8,2024-05-17,22,22902.97226830313,430,4,4,4,444,Campeões
TFCAPX,2021-03-09,0,17914.519572806927,1595,2,3,4,234,Potencial para Retenção
TFCAQ2,2023-12-12,0,2783.4370211601913,587,3,3,3,333,Potencial para Retenção
TFCAQP,2019-02-07,0,1603.199861259351,2356,1,3,2,132,Potencial para Retenção
TFCAR4,2025-02-06,472,152567.4005223122,165,5,5,5,555,Campeões
TFCAR6,2020-06-30,0,5219.509308009172,1847,1,3,3,133,Potencial para Retenção
TFCASC,2023-10-25,0,11556.02976110567,635,3,3,3,333,Potencial para Retenção
TFCATG,2024-11-29,140,53878.27553163314,234,5,5,5,555,Campeões
TFCATH,2019-11-29,0,3108.756727434031,2061,1,3,3,133,Potencial para Retenção
TFCAU6,2022-06-24,0,3922.905172306948,1123,2,3,3,233,Potencial para Retenção
TFCAV9,2023-02-28,0,4472.361941866166,874,3,3,3,333,Potencial para Retenção
TFCAW0,2024-09-30,342,131499.64320726134,294,4,5,5,455,Campeões
TFCAW6,2025-01-16,10,20820.448589953565,186,5,4,4,544,Campeões
TFCAWJ,2019-07-22,0,2996.589405143194,2191,1,3,3,133,Potencial para Retenção
TFCAWM,2018-09-25,0,132.14825636055764,2491,1,3,1,131,Potencial para Retenção
TFCAXW,2022-11-03,0,38280.48914271467,991,3,3,4,334,Potencial para Retenção
TFCAXX,2024-11-18,4,36642.06095671214,245,4,4,4,444,Campeões
TFCAY0,2024-09-03,15,33720.41792072423,321,4,4,4,444,Campeões
TFCAYV,2024-08-07,19,53662.78159909623,348,4,4,5,445,Campeões
TFCAYX,2021-10-29,0,9508.662941924023,1361,2,3,3,233,Potencial para Retenção
TFCAZ6,2022-04-04,0,16371.413852621994,1204,2,3,4,234,Potencial para Retenção
TFCAZ9,2022-03-24,0,13972.587742052776,1215,2,3,4,234,Potencial para Retenção
TFCB06,2025-03-06,180,249497.42560124272,137,5,5,5,555,Campeões
TFCB10,2018-09-28,0,8112.999111204132,2488,1,3,3,133,Potencial para Retenção
TFCB37,2024-05-10,25,55016.62966057738,437,4,4,5,445,Campeões
TFCB99,2025-02-23,22,63230.42886374951,148,5,4,5,545,Campeões
TFCBA0,2023-10-19,0,49019.31845849833,641,3,3,5,335,Potencial para Retenção
TFCBA1,2024-03-15,48,20932.83030897016,493,4,5,4,454,Campeões
TFCBAL,2022-03-31,0,2238.6927757104113,1208,2,3,3,233,Potencial para Retenção
TFCBBM,2023-09-05,0,36244.64509657845,685,3,3,4,334,Potencial para Retenção
TFCBC1,2024-11-22,16,1993.9526074648618,241,4,4,2,442,Clientes Leais
TFCBDZ,2023-08-31,0,6291.6779065529,690,3,3,3,333,Potencial para Retenção
TFCBHL,2025-01-21,13,15645.210103885958,181,5,4,4,544,Campeões
TFCBHP,2025-02-18,328,394478.6964562721,153,5,5,5,555,Campeões
TFCBI4,2025-01-21,40,206138.5464385025,181,5,5,5,555,Campeões
TFCBJU,2020-05-22,0,1511.2572967655788,1886,1,3,2,132,Potencial para Retenção
TFCBKW,2018-07-31,0,4047.301515681062,2547,1,3,3,133,Potencial para Retenção
TFCBLJ,2024-12-02,51,46547.7025576036,231,5,5,4,554,Campeões
TFCBMZ,2023-03-24,0,6919.439927304357,850,3,3,3,333,Potencial para Retenção
TFCBN5,2024-02-29,0,71000.4226407329,508,3,3,5,335,Potencial para Retenção
TFCBNJ,2019-09-20,0,41.95870038920711,2131,1,3,1,131,Potencial para Retenção
TFCBQ1,2024-05-23,23,1159.7097243732887,424,4,4,2,442,Clientes Leais
TFCBQI,2023-06-29,0,1384.0822036712707,753,3,3,2,332,Potencial para Retenção
TFCBR1,2023-03-10,0,79510.27009132609,864,3,3,5,335,Potencial para Retenção
TFCBR7,2023-03-15,0,10674.73730635234,859,3,3,3,333,Potencial para Retenção
TFCBRF,2018-11-06,0,17337.060909319996,2449,1,3,4,134,Potencial para Retenção
TFCBRV,2025-01-30,31,25898.11554651175,172,5,5,4,554,Campeões
TFCBRY,2018-10-26,0,887.4216787957579,2460,1,3,2,132,Potencial para Retenção
TFCBS0,2022-04-04,0,33629.841609875,1204,2,3,4,234,Potencial para Retenção
TFCBSI,2024-07-31,60,80002.88230155625,355,4,5,5,455,Campeões
TFCBTL,2019-10-31,0,3261.3315267453117,2090,1,3,3,133,Potencial para Retenção
TFCBU4,2019-10-31,0,7124.844602158285,2090,1,3,3,133,Potencial para Retenção
TFCBUA,2024-06-28,28,1082.2662639414707,388,4,4,2,442,Clientes Leais
TFCBUC,2025-02-05,18,18330.533297936265,166,5,4,4,544,Campeões
TFCBV4,2020-06-30,0,7096.737611796373,1847,1,3,3,133,Potencial para Retenção
TFCBVS,2025-01-26,40,90587.18202435257,176,5,5,5,555,Campeões
TFCBW9,2021-10-20,0,2078.954603444198,1370,2,3,2,232,Potencial para Retenção
TFCBWV,2019-10-31,0,4850.725920408416,2090,1,3,3,133,Potencial para Retenção
TFCBWY,2020-06-30,0,4847.026525924645,1847,1,3,3,133,Potencial para Retenção
TFCBX0,2019-10-31,0,8711.779739261156,2090,1,3,3,133,Potencial para Retenção
TFCC16,2018-11-06,0,11422.805317258935,2449,1,3,3,133,Potencial para Retenção
TFCC21,2024-11-29,18,19094.613801557218,234,5,4,4,544,Campeões
TFCC63,2018-11-14,0,10702.798054283208,2441,1,3,3,133,Potencial para Retenção
TFCC64,2022-04-18,0,90117.53969078072,1190,2,3,5,235,Potencial para Retenção
TFCC79,2023-03-07,0,1695.0121061747186,867,3,3,2,332,Potencial para Retenção
TFCC84,2022-04-04,0,20390.053468768565,1204,2,3,4,234,Potencial para Retenção
TFCC97,2022-07-07,0,15539.916088391663,1110,2,3,4,234,Potencial para Retenção
TFCCCK,2018-11-20,0,2972.051489686644,2435,1,3,3,133,Potencial para Retenção
TFCCCS,2025-02-14,42,13676.728668213322,157,5,5,4,554,Campeões
TFCCFA,2024-09-25,130,164785.42851857364,299,4,5,5,455,Campeões
TFCCHY,2023-02-07,0,158.26261833007518,895,3,3,1,331,Potencial para Retenção
TFCCIT,2019-01-25,0,9279.123921920867,2369,1,3,3,133,Potencial para Retenção
TFCCLD,2006-12-13,0,157.75815544592493,6795,1,3,1,131,Potencial para Retenção
TFCCME,2018-11-21,0,41636.98338869762,2434,1,3,4,134,Potencial para Retenção
TFCCMX,2021-08-05,0,53.4562502904676,1446,2,3,1,231,Potencial para Retenção
TFCCN2,2016-02-11,0,136.88600361420293,3448,1,3,1,131,Potencial para Retenção
TFCCNP,2022-03-26,0,1645.7218785358607,1213,2,3,2,232,Potencial para Retenção
TFCCR7,2022-09-02,0,1504.1822048153692,1053,2,3,2,232,Potencial para Retenção
TFCCRW,2009-10-19,0,13852.22289789449,5754,1,3,4,134,Potencial para Retenção
TFCCTS,2022-04-29,0,1204.312651046917,1179,2,3,2,232,Potencial para Retenção
TFCCWQ,2024-06-27,81,19472.780198803215,389,4,5,4,454,Campeões
TFCD10,2023-09-05,0,5046.1296185840565,685,3,3,3,333,Potencial para Retenção
